Average_MW	MONO_MW	FORMULA	KEGG_ID	NAME	PUBCHEM_CID	CAS_ID	PATHWAY	hmdbid	super_class	class	sub_class	origin
 749.2011;	 748.6158;	 C53H80O2	C10385	 Plastoquinone-9; Plastoquinone A;	 PubChem: 12571	 CAS: 4299-57-4	NULL	HMDB0030130	Lipids and lipid-like molecules	Prenol lipids	Quinone and hydroquinone lipids	Endogenous
 781.1999;	 780.6057;	 C53H80O4	C03226	 3-Demethylubiquinone-9;	 PubChem: 6098	NULL	NULL	HMDB0060370	Lipids and lipid-like molecules	Prenol lipids	Quinone and hydroquinone lipids	Food
 751.217;	 750.6315;	 C53H82O2	C16695	 Plastoquinol-9; Plastoquinol A;	 PubChem: 51091017	NULL	 map00130 Ubiquinone and other terpenoid-quinone biosynthesis; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01240 Biosynthesis of cofactors	NA	NA	NA	NA	NA
 990.2061;	 989.5629;	 C53H84NO14P	C15183	 AP 23573; 42-(Dimethylphosphinate)rapamycin; Deforolimus;	 PubChem: 17396180	 CAS: 572924-54-0	NULL	NA	NA	NA	NA	NA
 1105.2197;	 1104.5353;	 C53H84O24	C08934	 Camellidin II;	 PubChem: 11126	 CAS: 96827-23-5	NULL	HMDB0034925	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Endogenous
 1056.2367;	 1055.5665;	 C53H85NO20	C12156	 Nystatin A3;	 PubChem: 14303	 CAS: 62997-67-5	NULL	NA	NA	NA	NA	NA
 1059.2373;	 1058.5662;	 C53H86O21	C08956	 Helianthoside A;	 PubChem: 11148	 CAS: 139164-70-8	NULL	HMDB0040945	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Food
 853.2439;	 852.6397;	 C53H89O6P	C22514	" 2,3-Bis-O-(geranylfarnesyl)-sn-glycerol 1-phosphate;"	NULL	NULL	NULL	NA	NA	NA	NA	NA
 1036.3446;	 1035.6831;	 C53H93N7O13	C12043	 Surfactin;	 PubChem: 14198	 CAS: 24730-31-2	 map01054 Nonribosomal peptide structures	NA	NA	NA	NA	NA
 1179.3519;	 1178.6607;	 C54H104N2O21P2	C21984	 Deacyl-lipid IVA; Deacyl-IVA;	 PubChem: 384585050	NULL	 map00540 Lipopolysaccharide biosynthesis	NA	NA	NA	NA	NA
 1245.2183;	 1244.3189;	 C54H52N16O16S2	C12055	 Sulfamycin B;	 PubChem: 14210	NULL	NULL	NA	NA	NA	NA	NA
 1073.1941;	 1072.5117;	 C54H72N8O15	C15748	 Aeruginopeptin 917S-A; Microcystilide A;	 PubChem: 47205074	NULL	NULL	NA	NA	NA	NA	NA
 911.1728;	 910.5343;	 C54H74N2O10	C20060	 Cephalostatin 1;	 PubChem: 135626526	 CAS: 112088-56-9	NULL	NA	NA	NA	NA	NA
 913.1886;	 912.55;	 C54H76N2O10	C20061	 Ritterazine A;	 PubChem: 135626527	NULL	NULL	NA	NA	NA	NA	NA
 1077.2258;	 1076.543;	 C54H76N8O15	C15749	 Aeruginopeptin 917S-B;	 PubChem: 47205075	NULL	NULL	NA	NA	NA	NA	NA
 1049.201;	 1048.5243;	 C54H80O20	C08927	 Avenacin B-2;	 PubChem: 11119	 CAS: 90547-93-6	NULL	NA	NA	NA	NA	NA
 795.2265;	 794.6213;	 C54H82O4	C01967	 Ubiquinone-9; Ubiquinone-45; Coenzyme Q(9);	 PubChem: 5068	 CAS: 303-97-9	NULL	HMDB0006707	Lipids and lipid-like molecules	Prenol lipids	Quinone and hydroquinone lipids	Endogenous
 1188.3958;	 1187.6009;	 C54H85N13O15S	C20029	 Eledoisin;	 PubChem: 135626495	 CAS: 69-25-0	NULL	NA	NA	NA	NA	NA
 1184.318;	 1183.5206;	 C54H87O26S	C08973	 Rotundioside B;	 PubChem: 11165	 CAS: 99633-18-8	NULL	NA	NA	NA	NA	NA
 1025.2657;	 1024.5971;	 C54H88O18	C15844	 Elaiophylin;	 PubChem: 47205164	NULL	NULL	NA	NA	NA	NA	NA
 1105.2627;	 1104.5716;	 C54H88O23	C08970	 Primulasaponin;	 PubChem: 11162	 CAS: 65312-86-9	NULL	NA	NA	NA	NA	NA
 1111.3218;	 1110.6312;	 C54H90N6O18	C06684	 Valinomycin;	 PubChem: 8909	 CAS: 2001-95-8	NULL	NA	NA	NA	NA	NA
 1109.2945;	 1108.6029;	 C54H92O23	C20713	 Ginsenoside Rb1;	 PubChem: 254741182	 CAS: 41753-43-9	 map00999 Biosynthesis of various plant secondary metabolites; map01110 Biosynthesis of secondary metabolites	HMDB0035892	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Endogenous
 1259.2449;	 1258.3345;	 C55H54N16O16S2	C15741	 Methylsulfomycin I;	 PubChem: 47205067	NULL	NULL	NA	NA	NA	NA	NA
 1110.0785;	 1109.3753;	 C55H59N5O20	C05073	 Coumermycin A1; Coumermycin;	 PubChem: 7522	 CAS: 4434-05-3	 map00401 Novobiocin biosynthesis; map01110 Biosynthesis of secondary metabolites	NA	NA	NA	NA	NA
 863.1478;	 862.5159;	 C55H62N10	C09233	 Psychotridine;	 PubChem: 11424	 CAS: 52617-25-1	NULL	NA	NA	NA	NA	NA
 903.4407;	 902.4833;	 C55H66MgN4O6	C21435	 Geranylgeranyl bacteriochlorophyllide b;	 PubChem: 329728058	NULL	 map00860 Porphyrin metabolism	NA	NA	NA	NA	NA
 905.4566;	 904.4989;	 C55H68MgN4O6	C21217	 Geranylgeranyl bacteriochlorophyllide a;	 PubChem: 315431332	NULL	 map00860 Porphyrin metabolism; map01110 Biosynthesis of secondary metabolites	NA	NA	NA	NA	NA
 891.4731;	 890.5197;	 C55H70MgN4O5	C11850	 Divinylchlorophyll a;	 PubChem: 14012	NULL	 map00860 Porphyrin metabolism	NA	NA	NA	NA	NA
 907.4725;	 906.5146;	 C55H70MgN4O6	C05307	 Chlorophyll b;	 PubChem: 7689	 CAS: 519-62-0	 map00860 Porphyrin metabolism; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	HMDB0031146	Organoheterocyclic compounds	Tetrapyrroles and derivatives	Chlorins	Endogenous
 893.489;	 892.5353;	 C55H72MgN4O5	C05306	 Chlorophyll a;	 PubChem: 7688	 CAS: 479-61-8	 map00860 Porphyrin metabolism; map01060 Biosynthesis of plant secondary metabolites; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	HMDB0038578	Organoheterocyclic compounds	Tetrapyrroles and derivatives	Chlorins	Food
 909.4884;	 908.5302;	 C55H72MgN4O6	C11243	 Bacteriochlorophyll b;	 PubChem: 13421	NULL	 map00860 Porphyrin metabolism	NA	NA	NA	NA	NA
 909.4884;	 908.5302;	 C55H72MgN4O6	C18151	 7(1)-Hydroxychlorophyll a; 7-Hydroxymethylchlorophyll a;	 PubChem: 96024368	NULL	 map00860 Porphyrin metabolism; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	NA	NA	NA	NA	NA
 1187.166;	 1186.462;	 C55H73CoN11O15	C06506	" Adenosyl cobyrinate a,c diamide; Adenosyl cobyrinate diamide; Adenosylcob(III)yrinic acid a,c-diamide; Adenosylcobyrinic acid a,c-diamide;"	 PubChem: 8737	NULL	 map00860 Porphyrin metabolism; map01100 Metabolic pathways; map01240 Biosynthesis of cofactors	NA	NA	NA	NA	NA
 1368.348;	 1367.2742;	 C55H74IN3O21S4	C11469	 Calicheamicin gamma(1)I; Calichemicin gamma1;	 PubChem: 13640	 CAS: 108212-75-5	 map01059 Biosynthesis of enediyne antibiotics; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	NA	NA	NA	NA	NA
 911.5043;	 910.5459;	 C55H74MgN4O6	C11242	 Bacteriochlorophyll a;	 PubChem: 13420	NULL	 map00860 Porphyrin metabolism; map01110 Biosynthesis of secondary metabolites	NA	NA	NA	NA	NA
 871.1999;	 870.5659;	 C55H74N4O5	C05797	 Pheophytin a;	 PubChem: 8092	NULL	 map00860 Porphyrin metabolism; map01110 Biosynthesis of secondary metabolites	NA	NA	NA	NA	NA
 952.6083;	 950.49;	 C55H74N4O6Zn	C11851	 Zn-Bacteriochlorophyll a; Zinc bacteriochlorophyll a;	 PubChem: 14013	NULL	 map00860 Porphyrin metabolism	NA	NA	NA	NA	NA
 1087.1629;	 1086.4672;	 C55H74O22	C18822	 Landomycin A;	 PubChem: 124489496	NULL	 map01057 Biosynthesis of type II polyketide products	NA	NA	NA	NA	NA
 1182.2901;	 1181.573;	 C55H75N17O13	C07607	 Gonadotropin-releasing hormone I; Gonadorelin; Gonadoliberin I; GnRH-I;	 PubChem: 9809	 CAS: 33515-09-2	NULL	HMDB0014782	Organic Polymers	Polypeptides	null	null
 889.2151;	 888.5765;	 C55H76N4O6	C05798	 Bacteriopheophytin; Bacteriopheophytin a;	 PubChem: 8093	 CAS: 17453-58-6	 map00860 Porphyrin metabolism	NA	NA	NA	NA	NA
 1183.227;	 1182.5259;	 C55H77CoN15O11	C06507	 Adenosyl cobyrinate hexaamide; Adenosylcobyric acid;	 PubChem: 8738	NULL	 map00860 Porphyrin metabolism; map01100 Metabolic pathways; map01240 Biosynthesis of cofactors	NA	NA	NA	NA	NA
 1210.4245;	 1209.5311;	 C55H79N13O14S2	C16098	 Neurokinin B; Neuromedin K; Tachykinin-3;	 PubChem: 47205408	NULL	NULL	NA	NA	NA	NA	NA
 1143.357;	 1142.479;	 C55H82O21S2	C16872	 Yessotoxin;	 PubChem: 135626066	 CAS: 112514-54-2	NULL	HMDB0033320	Phenylpropanoids and polyketides	Ciguatera toxins	null	Endogenous
 1334.3482;	 1333.5899;	 C55H83N17O22	C15718	 Pyoverdine I;	 PubChem: 47205044	NULL	NULL	NA	NA	NA	NA	NA
 1094.2416;	 1093.5458;	 C55H83NO21	C08926	 Avenacin A-1;	 PubChem: 11118	 CAS: 90547-90-3	NULL	HMDB0034548	Mixed metal/non-metal compounds	Alkali metal oxoanionic compounds	Alkali metal sulfites	Endogenous
 1415.5518;	 1414.519;	 C55H84N17O21S3	C06854	 Bleomycin A2;	 PubChem: 9072	 CAS: 11116-31-7	NULL	NA	NA	NA	NA	NA
 1425.5069;	 1424.5561;	 C55H84N20O21S2	C01895	 Bleomycin B2;	 PubChem: 5008	 CAS: 9060-10-0	 map01054 Nonribosomal peptide structures	NA	NA	NA	NA	NA
 1131.2569;	 1130.5509;	 C55H86O24	C08921	 Aescin; Escin;	 PubChem: 11113	 CAS: 6805-41-0	NULL	NA	NA	NA	NA	NA
 1147.2563;	 1146.5458;	 C55H86O25	C08933	 Camellidin I;	 PubChem: 11125	 CAS: 96827-22-4	NULL	HMDB0034926	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Endogenous
 909.2641;	 908.6295;	 C55H89O8P	C20369	" trans,octacis-Decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose;"	 PubChem: 163312107	NULL	NULL	NA	NA	NA	NA	NA
 767.3025;	 766.6992;	 C55H90O	C17558	" di-trans,poly-cis-Undecaprenol; Undecaprenol;"	 PubChem: 96023903	NULL	 map00550 Peptidoglycan biosynthesis	NA	NA	NA	NA	NA
 847.2824;	 846.6655;	 C55H91O4P	C00348	 all-trans-Undecaprenyl phosphate;	 PubChem: 3641	NULL	NULL	NA	NA	NA	NA	NA
 847.2824;	 846.6655;	 C55H91O4P	C17556	" di-trans,poly-cis-Undecaprenyl phosphate; Undecaprenyl phosphate; ditrans,octacis-Undecaprenyl phosphate;"	 PubChem: 96023901	NULL	 map00550 Peptidoglycan biosynthesis; map00552 Teichoic acid biosynthesis	NA	NA	NA	NA	NA
 847.2824;	 846.6655;	 C55H91O4P	C20420	" tritrans,heptacis-Undecaprenyl phosphate;"	 PubChem: 163312157	NULL	NULL	NA	NA	NA	NA	NA
 911.28;	 910.6452;	 C55H91O8P	C20368	" trans,octacis-Decaprenylphospho-beta-D-ribofuranose;"	 PubChem: 163312106	NULL	NULL	NA	NA	NA	NA	NA
 911.28;	 910.6452;	 C55H91O8P	C20370	" trans,octacis-Decaprenylphospho-beta-D-arabinofuranose;"	 PubChem: 163312108	NULL	NULL	NA	NA	NA	NA	NA
 991.2599;	 990.6115;	 C55H92O11P2	C20352	" trans,octacis-Decaprenylphospho-beta-D-ribofuranose 5-phosphate;"	 PubChem: 163312090	NULL	NULL	NA	NA	NA	NA	NA
 927.2623;	 926.6318;	 C55H92O7P2	C04574	" di-trans,poly-cis-Undecaprenyl diphosphate; Undecaprenyl diphosphate; Bactoprenyl diphosphate; ditrans,octacis-Undecaprenyl diphosphate;"	 PubChem: 7175	NULL	 map00550 Peptidoglycan biosynthesis; map00552 Teichoic acid biosynthesis; map00900 Terpenoid backbone biosynthesis; map01062 Biosynthesis of terpenoids and steroids; map01110 Biosynthesis of secondary metabolites	NA	NA	NA	NA	NA
 927.2623;	 926.6318;	 C55H92O7P2	C19852	" tritrans,heptacis-Undecaprenyl diphosphate;"	 PubChem: 135626319	NULL	 map00900 Terpenoid backbone biosynthesis	NA	NA	NA	NA	NA
 987.433;	 986.7633;	 C56H106O13	C19190	" Trehalose-6,6'-dibehenate;"	 PubChem: 124489862	 CAS: 66758-35-8	 map05152 Tuberculosis	NA	NA	NA	NA	NA
 1290.5204;	 1289.2581;	 C56H55N15O10S6	C12068	 GE2270A;	 PubChem: 14221	NULL	NULL	NA	NA	NA	NA	NA
 1146.2448;	 1145.5281;	 C56H75N9O17	C15744	 Aeruginopeptin 95A;	 PubChem: 47205070	NULL	NULL	NA	NA	NA	NA	NA
 1183.3179;	 1182.5934;	 C56H78N16O13	C15851	 Angiotensin (1-9);	 PubChem: 47205171	NULL	 map04614 Renin-angiotensin system	NA	NA	NA	NA	NA
 1035.2223;	 1034.5351;	 C56H78N2O16	C07549	 Doxacurium;	 PubChem: 9752	NULL	NULL	HMDB0015266	Organoheterocyclic compounds	Isoquinolines and derivatives	Benzylisoquinolines	null
 1150.2766;	 1149.5594;	 C56H79N9O17	C15745	 Aeruginopeptin 95B;	 PubChem: 47205071	NULL	NULL	NA	NA	NA	NA	NA
 785.2332;	 784.6158;	 C56H80O2	C21526	 Menaquinone-9;	 PubChem: 336445164	 CAS: 523-39-7	NULL	NA	NA	NA	NA	NA
 787.2491;	 786.6315;	 C56H82O2	C21527	" beta-Dihydromenaquinone-9; MK-9(II-H2); 2-Methyl-3-[(2E,10E,14E,18E,22E,26E,30E,33E)-3,7,11,15,19,23,27,31,35-nonamethylhexatriaconta-2,10,14,18,22,26,30,33-octaen-1-yl]naphthalene-1,4-dione;"	 PubChem: 336445165	NULL	NULL	NA	NA	NA	NA	NA
 803.2485;	 802.6264;	 C56H82O3	C21885	 omega-Hydroxy-beta-dihydromenaquinone-9;	NULL	NULL	NULL	NA	NA	NA	NA	NA
 883.3117;	 882.5832;	 C56H82O6S	C22399	 omega-Sulfo-beta-dihydromenaquinone-9;	NULL	NULL	NULL	NA	NA	NA	NA	NA
 1157.3836;	 1156.4947;	 C56H84O21S2	C20011	" Homoyessotoxin; Yessotoxin, 3-de(2-(sulfooxy)ethyl)-3-(3-(sulfooxy)propyl)-;"	 PubChem: 135626477	 CAS: 196309-94-1	NULL	HMDB0036615	Phenylpropanoids and polyketides	Ciguatera toxins	null	Endogenous
 1188.3808;	 1187.6564;	 C56H85N17O12	C01505	 Kallidin; Lysylbradykinin; Lysyl-bradykinin;	 PubChem: 4673	 CAS: 342-10-9	NULL	NA	NA	NA	NA	NA
 980.273;	 979.6021;	 C56H85NO13	C20023	 Prorocentrolide;	 PubChem: 135626489	 CAS: 117120-34-0	NULL	NA	NA	NA	NA	NA
 1076.3356;	 1075.5538;	 C56H85NO17S	C20024	 Prorocentrolide B;	 PubChem: 135626490	NULL	NULL	NA	NA	NA	NA	NA
 1030.2871;	 1029.6025;	 C56H87NO16	C15182	 Temsirolimus; CCI 779; 42-[3-Hydroxy-2-(hydroxymethyl)-2-methylpropanoate]rapamycin;	 PubChem: 17396179	 CAS: 162635-04-3	NULL	HMDB0015632	Phenylpropanoids and polyketides	Macrolide lactams	null	null
 765.3297;	 764.7199;	 C56H92	C01968	 Undecaprenol;	 PubChem: 5069	 CAS: 15575-14-1	NULL	NA	NA	NA	NA	NA
 1197.3135;	 1196.5826;	 C56H92O27	C08915	 Tigonin;	 PubChem: 11107	 CAS: 1329-83-5	NULL	NA	NA	NA	NA	NA
 1229.3123;	 1228.5724;	 C56H92O29	C00765	 Digitonin;	 PubChem: 4027	 CAS: 11024-24-1	NULL	NA	NA	NA	NA	NA
 941.306;	 940.6557;	 C56H93O9P	C04150	 beta-D-Mannosylphosphodecaprenol;	 PubChem: 6835	NULL	 map00571 Lipoarabinomannan (LAM) biosynthesis	NA	NA	NA	NA	NA
 1290.0738;	 1289.3044;	 C57H61O34	C12130	 Anemone blue anthocyanin 1;	 PubChem: 14277	NULL	NULL	NA	NA	NA	NA	NA
 1023.2514;	 1022.5603;	 C57H82O16	C20001	 CTX 3C; Ciguatoxin CTX 3C; Ciguatoxin 3C;	 PubChem: 135626467	 CAS: 148471-85-6	NULL	NA	NA	NA	NA	NA
 1183.2454;	 1182.5094;	 C57H82O26	C13569	 Chromomycin A3; Toyomycin; Aburamycin B;	 PubChem: 853932	 CAS: 7059-24-7	NULL	NA	NA	NA	NA	NA
 883.2885;	 882.6374;	 C57H86O7	C15952	 Thermocryptoxanthin-11;	 PubChem: 47205266	NULL	NULL	NA	NA	NA	NA	NA
 1110.3386;	 1109.626;	 C57H87N7O15	C16862	 Plitidepsin; Dehydrodidemnin B; Aplidine; Didemnin A;	 PubChem: 135626062	 CAS: 137219-37-5	NULL	NA	NA	NA	NA	NA
 901.3038;	 900.6479;	 C57H88O8	C13867	" 1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-3-(8-(2E,4Z-decadienoyloxy)-5,6-octadienoyl)-sn-glycerol;"	 PubChem: 854112	NULL	NULL	NA	NA	NA	NA	NA
 1112.3545;	 1111.6417;	 C57H89N7O15	C16847	 Didemnin B;	 PubChem: 96023371	 CAS: 77327-05-0	NULL	NA	NA	NA	NA	NA
 1209.3242;	 1208.5826;	 C57H92O27	C17441	 Polygalacin D;	 PubChem: 96023791	NULL	NULL	HMDB0037467	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Food
 1225.3236;	 1224.5775;	 C57H92O28	C08888	 Avenacoside B; Nuatigenin 3-O-{alpha-L-rhamnopyranosyl-(1->2)-[beta-D-glucopyranosyl-(1->3)-beta-D-glucopyranosyl-(1->4)]-beta-D-glucopyranoside}-26-O-beta-D-glucopyranoside;	 PubChem: 11081	 CAS: 35920-91-3	NULL	HMDB0033802	Lipids and lipid-like molecules	Steroids and steroid derivatives	Steroidal glycosides	Food
 1225.3236;	 1224.5775;	 C57H92O28	C17410	 Platycodin D;	 PubChem: 96023760	 CAS: 58479-68-8	NULL	NA	NA	NA	NA	NA
 1211.3401;	 1210.5982;	 C57H94O27	C08892	 Convallamaroside;	 PubChem: 11085	 CAS: 52591-05-6	NULL	HMDB0030067	Lipids and lipid-like molecules	Steroids and steroid derivatives	Steroidal glycosides	Endogenous
 1227.3395;	 1226.5932;	 C57H94O28	C17536	 Sibiricoside A;	 PubChem: 96023881	NULL	NULL	NA	NA	NA	NA	NA
 1229.3553;	 1228.6088;	 C57H96O28	C08911	 Sarsaparilloside;	 PubChem: 11103	 CAS: 24333-07-1	NULL	HMDB0030118	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Endogenous
 1233.3651;	 1231.1808;	 C58H44Cl3N7O18	C20759	 Desulfo-A47934;	 PubChem: 254741227	NULL	NULL	NA	NA	NA	NA	NA
 1313.4283;	 1311.1377;	 C58H44Cl3N7O21S	C12016	 A47934; Antibiotic A 47934;	 PubChem: 14173	 CAS: 90039-80-8	NULL	NA	NA	NA	NA	NA
 1332.0675;	 1331.2786;	 C58H59O36	C12133	 Anemone blue anthocyanin 4;	 PubChem: 14280	NULL	NULL	NA	NA	NA	NA	NA
 1029.2608;	 1028.561;	 C58H80N2O14	C07550	 Mivacurium;	 PubChem: 9753	 CAS: 106791-40-6	 map07221 Nicotinic cholinergic receptor antagonists	HMDB0015357	Organoheterocyclic compounds	Isoquinolines and derivatives	Benzylisoquinolines	null
 1240.3214;	 1239.5837;	 C58H84CoN16O11	C06508	 Adenosyl cobinamide; Adenosylcobinamide;	 PubChem: 8739	NULL	 map00860 Porphyrin metabolism; map01100 Metabolic pathways; map01240 Biosynthesis of cofactors	NA	NA	NA	NA	NA
 1097.2902;	 1096.5719;	 C58H84N2O18	C13450	 Trichomycin A;	 PubChem: 586191	 CAS: 12698-99-6	NULL	NA	NA	NA	NA	NA
 1097.2902;	 1096.5719;	 C58H84N2O18	C13451	 Trichomycin B;	 PubChem: 853865	 CAS: 12699-00-2	NULL	NA	NA	NA	NA	NA
 1320.3013;	 1319.5501;	 C58H85CoN16O14P	C06509	 Adenosyl cobinamide phosphate; Adenosylcobinamide phosphate;	 PubChem: 8740	NULL	 map00860 Porphyrin metabolism; map01100 Metabolic pathways; map01240 Biosynthesis of cofactors	NA	NA	NA	NA	NA
 1207.3514;	 1206.6033;	 C58H94O26	C17831	 Jujuboside A;	 PubChem: 163311838	 CAS: 55466-04-1	NULL	NA	NA	NA	NA	NA
 1223.3508;	 1222.5982;	 C58H94O27	C08938	 Cyclamin;	 PubChem: 11130	 CAS: 23643-76-7	NULL	NA	NA	NA	NA	NA
 1225.3666;	 1224.6139;	 C58H96O27	C17829	 Protojujuboside B;	 PubChem: 163311836	NULL	NULL	NA	NA	NA	NA	NA
 1225.3666;	 1224.6139;	 C58H96O27	C17830	 Protojujuboside B1;	 PubChem: 163311837	NULL	NULL	NA	NA	NA	NA	NA
 1062.3378;	 1061.6486;	 C58H97NO12P2	C20390	" N-Acetyl-alpha-D-glucosaminyl-diphospho-trans,octacis-decaprenol;"	 PubChem: 163312128	NULL	 map00572(G13118) Arabinogalactan biosynthesis - Mycobacterium; map01100(G13118) Metabolic pathways	NA	NA	NA	NA	NA
 1076.4449;	 1075.7284;	 C59H101N3O14	C16878	 Aplyronine A;	 PubChem: 135626070	 CAS: 151923-84-1	NULL	NA	NA	NA	NA	NA
 1306.07;	 1304.3356;	 C59H62Cl2N8O22	C20720	 Desvancosaminyl-vancomycin; Vancomycin pseudoaglycone; Devancosaminyl-vancomycin;	 PubChem: 254741189	NULL	NULL	NA	NA	NA	NA	NA
 1209.3983;	 1208.6455;	 C59H84N16O12	C07612	 Leuprolide; Leuprorelin;	 PubChem: 9814	 CAS: 53714-56-0	NULL	HMDB0012965	Organic Polymers	Polypeptides	null	Endogenous
 1109.3009;	 1108.5719;	 C59H84N2O18	C06690	 Candicidin D; FR-008-III;	 PubChem: 8915	 CAS: 39372-30-0	 map01052 Type I polyketide structures	HMDB0015283	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	null
 1149.3168;	 1148.5767;	 C59H88O22	C17768	 Condurango glycoside A0;	 PubChem: 163311814	 CAS: 115810-21-4	NULL	NA	NA	NA	NA	NA
 1260.4435;	 1259.6775;	 C59H89N17O14	C16008	 T-kinin; Ile-Ser-bradykinin;	 PubChem: 47205319	NULL	NULL	NA	NA	NA	NA	NA
 863.3435;	 862.6839;	 C59H90O4	C11378	 Ubiquinone-10; Ubidecarenone; Coenzyme Q10;	 PubChem: 13552	 CAS: 303-98-0	 map04216 Ferroptosis	HMDB0001072	Lipids and lipid-like molecules	Prenol lipids	Quinone and hydroquinone lipids	Endogenous
 911.3417;	 910.6687;	 C59H90O7	C15954	 Thermocryptoxanthin-13;	 PubChem: 47205267	NULL	NULL	NA	NA	NA	NA	NA
 927.3411;	 926.6636;	 C59H90O8	C15956	 Thermozeaxanthin-13;	 PubChem: 47205269	NULL	NULL	NA	NA	NA	NA	NA
 1057.3522;	 1056.6385;	 C59H92O16	C16885	 Gambieric acid A;	 PubChem: 96023388	NULL	NULL	NA	NA	NA	NA	NA
 1233.3456;	 1232.5826;	 C59H92O27	C08986	 Theasaponin;	 PubChem: 11178	 CAS: 11055-93-9	NULL	HMDB0301860	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	null
 1267.3603;	 1266.5881;	 C59H94O29	C17443	 Platycodin A;	 PubChem: 96023793	NULL	NULL	NA	NA	NA	NA	NA
 1267.3603;	 1266.5881;	 C59H94O29	C17487	 Platycodin C;	 PubChem: 96023833	NULL	NULL	NA	NA	NA	NA	NA
 1237.3773;	 1236.6139;	 C59H96O27	C08989	 Virgaureasaponin I;	 PubChem: 11181	 CAS: 112515-98-7	NULL	NA	NA	NA	NA	NA
 1237.3773;	 1236.6139;	 C59H96O27	C17833	 Jujuboside C;	 PubChem: 163311840	NULL	NULL	NA	NA	NA	NA	NA
 1269.3761;	 1268.6037;	 C59H96O29	C08982	 Soyasaponin A1;	 PubChem: 11174	 CAS: 78693-94-4	NULL	HMDB0038606	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Endogenous
 215.9381;	 215.9483;	 C5FeN6O	C07269	 Nitroprusside; Pentacyanidonitrosylferrate(2-);	 PubChem: 9478	 CAS: 15078-28-1	NULL	HMDB0014470	Organic salts	Organic metal salts	Organic transition metal salts	null
 192.9397;	 193.052;	 C5H10BO7	C16421	 AI-2; Autoinducer 2;	 PubChem: 47205719	NULL	 map02010 ABC transporters; map02020 Two-component system; map02024 Quorum sensing; map05111 Biofilm formation - Vibrio cholerae	NA	NA	NA	NA	NA
 261.9397;	 259.9048;	 C5H10Br2O2	C19199	" 2,2-Bis(bromomethyl)propane-1,3-diol; Pentaerythritol dibromide;"	 PubChem: 124489871	 CAS: 3296-90-0	NULL	HMDB0303734	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	null
 84.1396;	 84.0813;	 C5H10N	C06178	 1-Methylpyrrolinium; 1-Methyl-Delta(1)-pyrrolinium;	 PubChem: 8429	 CAS: 16032-02-3	" map00760 Nicotinate and nicotinamide metabolism; map00960 Tropane, piperidine and pyridine alkaloid biosynthesis; map01060 Biosynthesis of plant secondary metabolites; map01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites"	HMDB0060253	Organoheterocyclic compounds	Pyrrolines	null	null
 114.1457;	 114.0793;	 C5H10N2O	C19284	 N-Nitrosopiperidine;	 PubChem: 124489956	 CAS: 100-75-4	NULL	HMDB0243970	Organoheterocyclic compounds	Piperidines	Nitrosopiperidines	null
 114.1457;	 114.0793;	 C5H10N2O	C19781	 L-Prolinamide; (S)-Pyrrolidine-2-carboxamide;	 PubChem: 135626248	 CAS: 7531-52-4	NULL	NA	NA	NA	NA	NA
 130.1451;	 130.0742;	 C5H10N2O2	C10140	 Cucurbitine;	 PubChem: 12326	 CAS: 6807-92-7	NULL	NA	NA	NA	NA	NA
 130.1451;	 130.0742;	 C5H10N2O2	C19780	 (R)-Piperazine-2-carboxylate; (R)-Piperazine-2-carboxylic acid; (R)-2-Piperazinecarboxylate;	 PubChem: 135626247	NULL	NULL	NA	NA	NA	NA	NA
 130.1451;	 130.0742;	 C5H10N2O2	C19783	 (S)-Piperazine-2-carboxylate; (S)-Piperazine-2-carboxylic acid; (S)-2-Piperazinecarboxylate;	 PubChem: 135626250	NULL	NULL	NA	NA	NA	NA	NA
 130.1451;	 130.0742;	 C5H10N2O2	C22456	" (3S)-1,2-Diazinane-3-carboxylate; (3S)-Pyridazin-3-carboxylate; L-Piperazate;"	NULL	NULL	NULL	NA	NA	NA	NA	NA
 162.2101;	 162.0463;	 C5H10N2O2S	C11196	 Methomyl;	 PubChem: 13377	 CAS: 16752-77-5	NULL	HMDB0031804	Organic acids and derivatives	Carboximidic acids and derivatives	null	Endogenous
