gene	KEGG.ID
Arhgap17	K20638
Arhgap28	K20639
Arhgap40	K20639
Arhgap18	K20639
Arhgap19	K20640
Arhgap20	K20641
Arhgap24	K20642
Arhgap25	K20642
Arhgap22	K20642
Arhgap29	K20644
Arhgap30	K20645
Arhgap31	K20646
Arhgap32	K20647
Arhgap36	K20648
Arhgap39	K20649
Ophn1	K20650
Arhgap42	K20651
Sh3bp1	K20652
Gmip	K20653
Tagap	K20654
Syde2	K20655
Syde1	K20655
Net1	K20683
Arhgef3	K20683
Arhgef5	K20684
Mcf2	K20685
Mcf2l	K20685
Arhgef9	K20686
Arhgef15	K20687
Arhgef16	K20688
Arhgef17	K20689
Arhgef25	K20690
Arhgef19	K20691
Faf1	K20703
Ect2	K20704
Dnmbp	K20705
Arhgef37	K20710
Sigmar1	K20719
Rtn4	K20720
Rtn1	K20721
Rtn2	K20722
Rtn3	K20723
Tmem33	K20724
Tmem222	K20726
Ttr	K20731
Gpnmb	K20732
Msln	K20733
Serpina7	K20734
Alox5ap	K20735
A3galt2	K20736
Rbbp8	K20773
Abraxas1	K20774
Uimc1	K20775
Babam1	K20776
Exd2	K20777
Rad51ap1	K20778
Rnf168	K20779
Mdc1	K20780
Nme5	K20790
Naa10	K20791
Naa11	K20791
Naa16	K20792
Naa15	K20792
Naa50	K20793
Naa40	K20794
Prdm6	K20795
Prdm9	K20796
Prdm8	K20797
Henmt1	K20798
Abraxas2	K20799
Rffl	K20804
Rnf34	K20804
Rnf169	K20805
Tdg	K20813
Tdg-ps	K20813
Kxd1	K20818
Borcs5	K20819
Borcs6	K20820
Borcs7	K20821
Borcs8	K20822
Naa35	K20823
Naa38	K20824
Fam20b	K20825
Rpap1	K20826
Rpap2	K20827
Zfp143	K20828
Zfp523	K20828
Nat8f7	K20838
Nat8f6	K20838
Nat8f1	K20838
Nat8	K20838
Nat8f5	K20838
Nat8f2	K20838
Nat8f3	K20838
Rps6kl1	K20839
Rps6kc1	K20839
Slc46a3	K20840
Panx3	K20857
Panx2	K20857
Mcu	K20858
Nlrp6	K20863
Nlrp12	K20865
Atg16l2	K20868
Nek2	K20872
Nek3	K20873
Nek6	K20875
Nek7	K20876
Nek8	K20877
Nek9	K20878
Nek10	K20879
Nek11	K20880
Glt6d1	K20886
4930568D16Rik	K20886
Sharpin	K20894
Gbp2b	K20897
Gbp2	K20897
Gbp5	K20898
Gbp7	K20899
Gbp3	K20899
Gbp6	K20908
Gbp4	K20908
Gbp9	K20908
Gbp10	K20908
Gbp11	K20908
Gbp8	K20908
Antxr1	K20909
Antxr2	K20909
Txnip	K20910
Card10	K20912
Card14	K20913
Ifi204	K20914
Trp53bp1	K20915
Gsdmd	K20917
Mocs1	K20967
Notch2	K20994
Notch3	K20995
Notch4	K20996
Trmu	K21027
Crppa	K21031
B4gat1	K21032
Rxylt1	K21052
Arhgef18	K21066
Arhgap44	K21067
Micall2	K21068
Arhgef28	K21072
Actn2	K21073
Actn3	K21073
Ccl17	K21083
Ccl22	K21095
Ccl26	K21096
Ccl24	K21097
Dlg3	K21098
Marveld3	K21099
Defb6	K21100
Defb3	K21100
Defb4	K21100
Bves	K21108
Mpp4	K21109
Cgnl1	K21110
Epb41l4b	K21111
Synpo	K21112
Naa60	K21121
Usp28	K21122
Srsf9	K21123
Traf3ip2	K21124
S100a8	K21127
S100a9	K21128
Lcn2	K21129
Hddc3	K21138
Napg	K21198
Supt20	K21245
Nrbf2	K21246
Trp53inp2	K21247
Vmp1	K21248
Uvrag	K21249
Prap1	K21250
Sh3glb2	K21269
Dusp1	K21278
Bmp2	K21283
Pik3cg	K21289
Pik3r6	K21290
Pik3r5	K21290
Usp15	K21343
Tax1bp1	K21347
Calcoco2	K21348
Mfn1	K21356
Ulk1	K21357
Ulk3	K21358
Cited2	K21361
Ajap1	K21387
Aebp1	K21392
Slc11a2	K21398
Pxylp1	K21403
Akna	K21404
Apmap	K21407
Adig	K21409
C1qtnf12	K21410
Ankle1	K21411
Ankle2	K21412
Anks1	K21413
Anks1b	K21413
Anks4b	K21414
Anks6	K21415
Hmox2	K21418
Cybb	K21421
Nox3	K21422
Nox4	K21423
Noxa1	K21432
Ankrd1	K21433
Ankrd2	K21434
Ankrd6	K21435
Ankrd12	K21436
Ankrd11	K21436
Ankrd13b	K21437
Ankrd13c	K21437
Ankrd13a	K21437
Ankrd13d	K21437
Ankrd23	K21438
Ankrd49	K21439
Ankrd50	K21440
Ankrd53	K21441
Ankrd54	K21442
Psrc1	K21443
Pcbp4	K21444
Pcbp3	K21444
Gss	K21456
Ankra2	K21486
Crebzf	K21548
Crebrf	K21554
Guf1	K21594
Carf	K21595
Camta1	K21596
Camta2	K21596
Gcm2	K21598
Gcm1	K21598
Ciart	K21599
Dmtf1	K21625
Ccndbp1	K21626
Zglp1	K21630
Usp21	K21634
Jag2	K21635
Bbx	K21643
Hbp1	K21644
Cd200r4	K21668
Cd200r2	K21668
Cd200r1	K21668
Cd200r3	K21668
Cmas	K21749
Dr1	K21751
Drap1	K21752
Kctd1	K21754
Kctd15	K21754
Riox2	K21760
Syne3	K21761
Wdr62	K21762
Mapkbp1	K21763
Spag5	K21764
4933427D14Rik	K21765
Tbcc	K21766
Tbcd	K21767
Tbce	K21768
Mybl2	K21769
Ccnb2	K21770
Ccnb3	K21771
Pura	K21772
Lin9	K21773
Lin37	K21774
Lin52	K21775
Lin54	K21776
Sacm1l	K21797
Inpp5f	K21798
Purb	K21799
Purg	K21800
Eef1akmt3	K21803
Mettl21a	K21804
Mettl21c	K21805
Vcpkmt	K21806
Endov	K21813
Cpped1	K21814
Tbc1d24	K21841
Efr3b	K21842
Efr3a	K21842
Ttc7b	K21843
Ttc7	K21843
Tmem150c	K21846
Tmem150a	K21846
Tmem150b	K21846
Sgsm1	K21847
Arv1	K21848
Sgsm2	K21851
Dock6	K21852
Dock7	K21852
Dock8	K21852
Dock9	K21853
Dock10	K21853
Dock11	K21853
Nalcn	K21863
Myo7b	K21868
Banf1	K21870
Banf2	K21870
Mphosph8	K21871
Gm15246	K21872
Pphln1	K21872
Tasor	K21873
Sun3	K21874
Spag4	K21875
Sun5	K21876
Ush1c	K21877
Ush1g	K21878
Whrn	K21879
Mpp1	K21880
Ushbp1	K21881
Pdzd7	K21882
Tmbim6	K21889
Ghitm	K21890
Tmco1	K21891
Mb	K21892
Ngb	K21893
Cygb	K21894
Kbtbd12	K21912
Kbtbd13	K21913
Kctd5	K21914
Kctd2	K21914
Kctd17	K21914
Kctd3	K21915
Kctd6	K21916
Kctd7	K21917
Kctd14	K21917
Kctd12b	K21918
Kctd12	K21918
Kctd8	K21918
Kctd16	K21918
Kctd9	K21919
Kctd11	K21920
Kctd18	K21921
Kctd21	K21922
Ets2	K21932
Per1	K21944
Per3	K21945
Dusp6	K21946
Hoxa9	K21950
Hoxa11	K21951
Caskin2	K21952
Caskin1	K21952
Shkbp1	K21953
Fyco1	K21954
Dram1	K21955
Dram2	K21956
Fam20a	K21957
Fam20c	K21958
Nsun3	K21969
Nsun4	K21970
Nsun6	K21971
Polr2m	K21987
Tmc1	K21988
Tmc2	K21988
Tmc7	K21988
Tmc6	K21988
Tmc8	K21988
Tmc3	K21988
Tmc4	K21988
Tmc5	K21988
Tmem63a	K21989
Tmem63c	K21989
Tmem63b	K21989
Unc45a	K21991
Unc45b	K21991
Rln1	K21998
Insl3	K21999
Rln3	K22000
Insl5	K22001
Muc4	K22017
Muc3a	K22018
Muc15	K22019
Muc20	K22021
Muc19	K22023
Muc6	K22023
Mypn	K22028
Palld	K22029
Lmod3	K22030
Lmod2	K22030
Lmod1	K22030
Myzap	K22031
Lrrc8c	K22038
Lrrc8d	K22038
Lrrc8a	K22038
Lrrc8b	K22038
Lrrc8e	K22038
Gje1	K22039
Trps1	K22040
Bcl11a	K22045
Bcl11b	K22046
Isca1	K22063
Bola1	K22066
Iscu	K22068
Lyrm4	K22069
Fdx1	K22070
Fdx2	K22071
Isca2	K22072
Iba57	K22073
Nfu1	K22074
Bola3	K22075
Mff	K22076
Gdap1	K22077
Gdap1l1	K22077
Pgghg	K22078
Slc52a2	K22117
Myof	K22125
Fer1l5	K22126
Fer1l6	K22127
Piezo1	K22128
Piezo2	K22128
Mcur1	K22137
Gm4984	K22138
Mpc1	K22138
Gm13570	K22138
Mpc2	K22139
Gsdma3	K22141
Gsdma	K22141
Gsdma2	K22141
Gsdmc3	K22143
Gsdmc2	K22143
Gsdmc4	K22143
Gsdmc	K22143
Cemip2	K22144
Tmem18	K22145
Gsdme	K22146
Pjvk	K22147
Dact2	K22154
Dact1	K22154
Dact3	K22154
Jade2	K22155
Jade3	K22156
Rnf183	K22157
Txnrd3	K22182
Txnrd2	K22182
Txnrd1	K22182
Terc	K22183
Brd9	K22184
Clcc1	K22188
Ms4a10	K22189
Ms4a3	K22190
Ms4a12	K22190
Ms4a15	K22190
Ms4a4b	K22190
Ms4a4c	K22190
Ms4a8a	K22190
Ms4a4d	K22190
Ms4a4a	K22190
Ms4a18	K22190
Ms4a7	K22191
Ms4a5	K22191
Ms4a6d	K22191
Ms4a20	K22191
Ms4a19	K22191
Ms4a6b	K22191
Ms4a6c	K22191
Ms4a14	K22192
Gpr89	K22193
Sspn	K22194
Tmem196	K22195
Tmem212	K22196
Phf10	K22197
Dpf1	K22198
Dpf3	K22198
Dglucy	K22210
Cdx2	K22234
Mlph	K22235
Exph5	K22236
Myrip	K22237
Reg4	K22244
Ubqlnl	K22254
Ubqln5	K22254
Siah3	K22256
Spata18	K22257
Wdfy3	K22262
Nlrp4b	K22265
Nlrp4a	K22265
Nlrp4e	K22265
Nlrp4c	K22265
Nlrp4f	K22265
Nlrp10	K22266
Stbd1	K22267
Lipc	K22283
Lipg	K22284
Osbpl8	K22285
Apoc1	K22286
Apoc2	K22287
Angptl3	K22288
Angptl8	K22289
Lrpap1	K22290
Stard3	K22291
Selenot	K22366
Prss58	K22367
Ephx3	K22368
Ephx4	K22369
Arel1	K22370
G2e3	K22371
Herc6	K22372
Dcst1	K22375
Kcmf1	K22376
Ltn1	K22377
Rnf181	K22378
Rnft1	K22379
Tmem129	K22380
Zfp598	K22381
Wdr26	K22382
Irf2bpl	K22383
Irf2bp1	K22383
Get1	K22384
Caml	K22385
Gdpd1	K22387
Gdpd3	K22387
Nab1	K22388
Nab2	K22388
Acp7	K22390
Mrap	K22398
Trip13	K22399
Ferd3l	K22400
E4f1	K22401
Gzf1	K22402
Zmiz1	K22403
Zmiz2	K22403
Klb	K22404
Prdm16	K22410
Zfp516	K22411
Fgf11	K22413
Fgf12	K22413
Fgf13	K22413
Poldip3	K22414
Zc3h11a	K22415
Ireb2	K22416
Meiob	K22420
Spata22	K22421
Donson	K22422
Fgf23	K22428
Fgf21	K22429
Tbcel	K22449
Tff2	K22453
Tff3	K22454
Ebag9	K22455
Tff1	K22456
P3h2	K22459
P3h3	K22460
P3h4	K22461
Sqor	K22470
Ccn4	K22471
Sohlh1	K22495
Armc5	K22499
Cblb	K22517
Cblc	K22518
Sult6b1	K22523
Wbp2	K22524
Mrtfa	K22525
Mrtfb	K22525
Myocd	K22526
Cited1	K22527
Cited4	K22528
Amigo2	K22529
Amigo1	K22529
Amigo3	K22529
Atad1	K22530
Atad2b	K22531
Atad2	K22531
Wbp2nl	K22532
Lins1	K22533
Prdm5	K22534
Rpusd3	K22537
Rpusd4	K22538
Mn1	K22543
Samhd1	K22544
Them5	K22554
Tbc1d23	K22555
Manf	K22556
Commd1	K22557
Commd2	K22558
Commd3	K22559
Commd4	K22560
Commd5	K22561
Commd6	K22562
Commd7	K22563
Commd8	K22564
Commd9	K22565
Commd10	K22566
Prepl	K22582
Timp2	K22583
Timp4	K22584
Adnp	K22591
Ahdc1	K22592
Champ1	K22593
Pogz	K22594
Gucy2g	K22600
Fgf15	K22603
Pthlh	K22608
Bglap3	K22609
Bglap	K22609
Bglap2	K22609
Rsbn1	K22610
Rsbn1l	K22610
Sart3	K22611
Nlrc3	K22614
Nlrc5	K22615
Nlrp5	K22626
Cxcl17	K22627
Il16	K22628
Il27	K22629
Il31ra	K22630
Il31	K22631
Il34	K22633
Ttyh2	K22641
Ttyh1	K22641
Ttyh3	K22641
Sln	K22642
Mrln	K22643
Hvcn1	K22644
Mindy4	K22647
Mindy3	K22647
Bcl6b	K22648
Bcl9	K22649
Bcl9l	K22649
Rnf4	K22651
Tmem25	K22652
Nptn	K22653
Igdcc3	K22654
Igsf9	K22655
Igsf9b	K22656
Igdcc4	K22657
Cdh26	K22658
Clstn1	K22659
Clstn2	K22660
Clstn3	K22661
Nlrp9a	K22663
Nlrp9b	K22663
Nlrp9c	K22663
Nlrp14	K22666
Il20	K22667
Il24	K22668
Ifnl2	K22669
Ifnl3	K22669
Bmp10	K22670
Ccl9	K22671
Gdf3	K22672
Gdf9	K22673
Gdf10	K22674
Gdf11	K22679
Clec2l	K22681
Clec18a	K22682
Inhbb	K22687
Inhbc	K22688
Inhbe	K22689
Eef2kmt	K22696
Samd8	K22697
Zcchc2	K22700
Nipal4	K22733
Nipal2	K22733
Nipal1	K22733
Nipal3	K22733
Nipa2	K22733
Ank	K22734
Nkain3	K22735
Nkain2	K22735
Nkain4	K22735
Nkain1	K22735
Siva1	K22744
Aifm2	K22745
Ciapin1	K22746
Aifm3	K22747
Glyatl3	K22750
Cbfa2t2	K22751
Cbfa2t3	K22752
Rnf6	K22753
Rnf213	K22754
Ufl1	K22755
Nsmce2	K22756
Gm4995	K22758
Chchd2	K22758
Chchd10	K22759
Cxxc5	K22760
Primpol	K22761
Desi1	K22762
Desi2	K22763
Tmem107	K22764
Tmem237	K22765
Fignl1	K22766
Mrgprh	K22793
Smc5	K22803
Smc6	K22804
Lratd1	K22805
Spidr	K22806
Kank1	K22808
Kank2	K22808
Kank4	K22808
Kank3	K22808
Lratd2	K22810
Cnpy4	K22816
Cnpy3	K22816
Nsmce1	K22817
Nsmce3	K22823
Wtap	K22824
Nsmce4a	K22825
Eid3	K22826
Micu1	K22827
Micu2	K22828
Mcub	K22829
Smdt1	K22830
Etfbkmt	K22843
Eef1akmt1	K22855
Eef1akmt2	K22856
Eef1akmt4	K22857
Cplane1	K22859
Cplane2	K22860
Fuz	K22861
Intu	K22862
Wdpcp	K22863
Armc9	K22864
2700049A03Rik	K22865
Tmem138	K22867
Zfp423	K22870
Trmo	K22900
Plpp6	K22904
Zc3h13	K22909
Virma	K22910
Fig4	K22913
Dnph1	K22928
Cnpy1	K22936
Cnpy2	K22936
Lyst	K22937
Entr1	K22938
Ier3ip1	K22939
Yipf1	K22940
Yipf2	K22940
Yipf3	K22941
Yipf4	K22942
Yipf6	K22943
Gpr179	K22961
Dhrs11	K22970
Gpr107	K22985
Gpr108	K22986
Tpra1	K22988
Gpr137	K22989
Gpr137c	K22989
Gpr137b	K22989
Tor1a	K22990
Tor1b	K22990
Wdr45	K22991
Wdr45b	K22991
Tor2a	K22999
Tor3a	K23000
Tor1aip1	K23001
Rpap3	K23002
Uspl1	K23008
Oma1	K23010
Prss57	K23011
Tysnd1	K23012
Dpp6	K23013
Dpp10	K23014
Lima1	K23026
Myoc	K23027
Specc1	K23028
Specc1l	K23028
Efhc1	K23029
Tent5b	K23033
Tent5a	K23033
Tent5c	K23034
Tent5d	K23035
Zc3h14	K23038
Mettl22	K23040
Deaf1	K23041
Unkl	K23047
Unk	K23048
Heca	K23049
Castor1	K23080
Castor2	K23081
Tfpi2	K23087
Stra6	K23088
Stra6l	K23088
Ccn5	K23089
Ccn6	K23090
Kremen2	K23091
Kremen1	K23091
Mab21l1	K23092
Usb1	K23093
Rgma	K23096
Rspo2	K23097
Rspo3	K23098
Rspo4	K23099
Hjv	K23100
Hamp2	K23106
Hamp	K23106
Brat1	K23112
Smchd1	K23113
Armt1	K23114
Tti2	K23115
Hepacam	K23116
Defb1	K23125
Defb11	K23125
Defb10	K23125
Defb14	K23126
Kiss1	K23140
Npw	K23141
Ucn	K23142
Pth2	K23143
Mettl23	K23151
Rtn4ip1	K23164
Uqcc3	K23165
Opa3	K23166
Vat1	K23167
1600014C10Rik	K23168
Myt1	K23192
Myt1l	K23193
Gatad2b	K23194
Gatad2a	K23194
Ctcf	K23195
Ctcfl	K23195
Zbtb18	K23196
Zbtb42	K23196
Thap3	K23203
Thap1	K23203
Thap2	K23204
Thap4	K23205
Thap7	K23208
Thap11	K23211
Sin3b	K23213
Auts2	K23214
Bcor	K23215
Setd5	K23216
Setbp1	K23217
Zmynd11	K23218
Mbd5	K23219
Lrif1	K23220
Naif1	K23221
Harbi1	K23222
Pmfbp1	K23223
Spata6	K23224
Satb1	K23225
Satb2	K23226
Aldh8a1	K23234
Apcs	K23267
Vsir	K23268
Plaat5	K23278
Vps33b	K23281
Plekhm1	K23282
Rusc1	K23283
C1ql2	K23284
C1ql3	K23284
C1ql1	K23284
C1ql4	K23284
Gulp1	K23285
Nbeal2	K23286
Nbeal1	K23286
Vipas39	K23287
Vps50	K23288
Eipr1	K23289
Pacs1	K23290
Rusc2	K23291
Lnpk	K23292
Rmdn3	K23293
Pacs2	K23294
Kptn	K23295
Itfg2	K23296
Szt2	K23298
Wdfy1	K23299
Nufip1	K23308
Znhit3	K23309
Phf6	K23310
Ctc1	K23311
Stn1	K23312
Ten1	K23313
Wrap53	K23314
Mtf1	K23317
Grem1	K23318
Grem2	K23318
Edaradd	K23324
Tbl2	K23325
Ccnk	K23326
Hikeshi	K23327
Dmp1	K23328
Lztr1	K23330
Dcaf17	K23331
Rspry1	K23332
Rmnd5b	K23333
Rmnd5a	K23333
Ranbp9	K23334
Ranbp10	K23334
Gid4	K23335
Armc8	K23336
Mkln1	K23337
Gid8	K23338
Ypel5	K23339
Tmub1	K23340
Tmub2	K23340
Erlin1	K23341
Erlin2	K23341
Fbn2	K23342
Ccdc22	K23343
Ddrgk1	K23344
Glmn	K23345
Kdf1	K23346
Pdlim2	K23353
Pdlim4	K23353
Pdlim3	K23353
Pdlim1	K23353
Lims1	K23354
Lims2	K23354
Vash2	K23355
Vash1	K23355
Svbp	K23357
Mppe1	K23362
Trip11	K23368
Adamtsl4	K23369
Thsd4	K23377
Fras1	K23379
Frem2	K23380
Frem1	K23380
Frem3	K23383
Pwwp3b	K23386
Pwwp3a	K23386
Get4	K23387
Ubl4a	K23388
Ubl4b	K23388
Bag6	K23390
Trip4	K23398
Mga	K23399
Syne4	K23401
Cby1	K23402
Cby2	K23403
Tapt1	K23404
Dcdc2b	K23405
Dcdc2a	K23405
0610010K14Rik	K23406
Gatad1	K23407
Cdca7l	K23408
Cdca7	K23408
Ahsg	K23409
Hrg	K23410
Fetub	K23411
Serpini1	K23412
Spink1	K23417
Spink2	K23418
Spink4	K23419
Spink5	K23420
Spint2	K23421
Spint3	K23422
Spint4	K23423
Tmtc3	K23424
Tmtc2	K23424
Tmtc1	K23424
Tmtc4	K23424
Serpinb1b	K23425
Serpinb1c	K23425
Serpinb1a	K23425
Serpine3	K23429
Serpini2	K23430
Agtpbp1	K23435
Agbl1	K23436
Agbl2	K23437
Agbl3	K23437
Agbl5	K23438
Agbl4	K23439
Prss56	K23440
Mst1	K23441
Ambn	K23442
Amelx	K23443
Enam	K23444
Casq2	K23445
Trdn	K23449
Hrc	K23450
Col8a1	K23455
Col8a2	K23455
Cfap410	K23456
Cdsn	K23457
Klra4	K23459
Chm	K23460
Chml	K23460
Casq1	K23468
Skap2	K23471
Zfp362	K23480
Zfp384	K23480
Cryba2	K23482
Cryba4	K23482
Crybb1	K23482
Crybb2	K23482
Crybb3	K23482
Cryga	K23483
Crygb	K23483
Crygc	K23483
Crygd	K23483
Cryge	K23483
Crygf	K23483
Crygs	K23483
Crygn	K23483
Dnm2	K23484
Evl	K23487
Raph1	K23488
Cyb5a	K23490
Cyb5b	K23490
Ctnnd2	K23491
Rcc1l	K23495
Ngrn	K23496
Trub2	K23497
Rmnd1	K23499
Sfxn1	K23500
Sfxn3	K23500
Sfxn2	K23501
Sfxn4	K23502
Sfxn5	K23503
Serac1	K23504
Timmdc1	K23505
Mief2	K23507
Mief1	K23507
Macrod1	K23518
Macrod2	K23518
Cabp5	K23531
Cabp2	K23531
Cabp1	K23531
Cabp4	K23531
Wdfy2	K23532
Lingo1	K23533
Lingo3	K23533
Lingo2	K23533
Lingo4	K23533
Elmod3	K23538
Elmod2	K23538
Elmod1	K23538
Unc119b	K23539
Unc119	K23539
Golim4	K23540
Tmem165	K23541
Tmem199	K23542
Ccdc115	K23543
Serinc1	K23544
Fscn1	K23551
Pgap2	K23552
Pgap3	K23553
Gramd4	K23554
Lmf1	K23555
Mir19b-2	K23559
Mir19b-1	K23559
Zeb2	K23560
Clk1	K23561
Clk4	K23561
Emc1	K23562
Emc2	K23563
Emc3	K23564
Emc4	K23565
Mmgt2	K23566
Mmgt1	K23566
Emc6	K23567
Emc7	K23568
Emc8	K23569
Emc9	K23569
Emc10	K23570
Ccn3	K23571
Mir34c	K23572
Dspp	K23573
Coch	K23574
Igfbp2	K23575
Igfbp4	K23576
Igfbp5	K23577
Igfbp1	K23578
Igfbp6	K23579
Igfbp7	K23580
Sox4	K23581
Foxp1	K23582
Kpna3	K23583
Kpna4	K23583
Mllt10	K23588
Mllt6	K23588
Pzp	K23589
A2ml1	K23593
Lxn	K23594
Rarres1	K23595
Pcsk1n	K23596
Tardbp	K23600
Spink7	K23603
Spink6	K23603
Spink12	K23603
Spink8	K23604
Smad3	K23605
Spink10	K23606
Spink11	K23606
Tmeff1	K23607
Tmeff2	K23608
C9orf72	K23609
Wdr41	K23610
Smcr8	K23611
Wasl	K23612
Spink14	K23613
Atxn1	K23616
Atxn1l	K23616
Acsf2	K23617
Col28a1	K23619
Ambp	K23620
Wfikkn1	K23621
Wfikkn2	K23621
Eppin	K23622
Wfdc8	K23623
Papln	K23624
Atxn2	K23625
Atxn2l	K23625
Ttll10	K23628
Wfdc1	K23635
Wfdc2	K23636
Wfdc3	K23637
Slpi	K23638
Wfdc5	K23639
Wfdc6a	K23640
Wfdc6b	K23640
Wfdc12	K23641
Lsm12	K23643
Baiap2l2	K23645
Abi1	K23649
Mosmo	K23663
Megf8	K23664
Spns2	K23677
Spns1	K23677
Spns3	K23677
Slc66a2	K23679
Slurp1	K23681
Slurp2	K23682
Rin3	K23687
Rin2	K23687
Bcar3	K23688
Sh2d3c	K23690
Pkn2	K23691
Pkn3	K23692
Ccdc78	K23693
Grap	K23694
Grb7	K23695
Grb14	K23696
Shd	K23697
She	K23697
Shb	K23697
Shf	K23697
Sla	K23698
Sla2	K23698
Hsh2d	K23699
Sh2d5	K23701
Macc1	K23702
Mia2	K23703
Mia3	K23704
Sash1	K23705
Sash3	K23706
Samsn1	K23707
Sorbs2	K23708
Sorbs3	K23709
Abi3	K23710
Stac	K23711
Stac2	K23712
Stac3	K23713
Sh3d19	K23714
Sh3d21	K23715
Vxn	K23716
Slc23a2	K23717
Son	K23718
Uvssa	K23720
Cers6	K23727
Cers5	K23727
Ccdc65	K23728
Ccdc39	K23729
Ccdc40	K23730
Ccdc103	K23731
Ccdc63	K23732
Lipt2	K23735
Sh3bp5	K23739
Sh3bp5l	K23739
Sh3bgrl2	K23740
Sh3bgr	K23740
Sh3bgrl	K23740
Sh3bgrl3	K23740
Man1b1	K23741
Triobp	K23751
Sco2	K23755
Acsm1	K23756
Hrnr	K23757
S100a1	K23758
S100a2	K23759
S100a3	K23760
S100a4	K23761
S100a5	K23762
S100a6	K23764
Gm12854	K23765
S100a11	K23765
S100a13	K23765
Gm5958	K23765
S100a14	K23767
S100a16	K23768
Tchhl1	K23769
S100b	K23770
S100z	K23772
Gab3	K23780
Adap2	K23781
Adap1	K23781
Afap1l1	K23782
Afap1l2	K23782
Cnksr1	K23783
Cnksr3	K23784
Rnf145	K23789
Gstp-ps	K23790
Gstp2	K23790
Gstp1	K23790
Gstp3	K23790
Pheta1	K23791
Pheta2	K23791
Mprip	K23792
Phlda1	K23793
Phlda2	K23793
Phlda3	K23793
Phldb1	K23794
Phldb2	K23794
Phldb3	K23794
Ipcef1	K23795
Plekha1	K23796
Plekha2	K23796
Plekha5	K23797
Plekha7	K23797
Plekha6	K23797
Plekha4	K23797
Arhgef39	K23798
Xxylt1	K23800
Pcid2	K23801
Leng8	K23802
Gon4l	K23804
Cfhr1	K23815
Cfhr2	K23815
Cfhr3	K23815
Srpx	K23818
Susd1	K23819
Susd2	K23820
Susd3	K23821
Susd4	K23822
Susd5	K23823
Susd6	K23824
Tifa	K23826
Tnip1	K23829
Tifab	K23835
Tnip3	K23836
Cib2	K23837
Cib3	K23838
Cib4	K23839
Clrn3	K23841
Clrn1	K23841
Clrn2	K23841
Micu3	K23843
Nsmf	K23844
Kifbp	K23845
Hpca	K23846
Hpcal1	K23847
Hpcal4	K23848
Caln1	K23849
Cabp7	K23849
Crnn	K23850
Efcab6	K23851
Efcab7	K23852
Efcab11	K23853
Necab2	K23854
Necab3	K23854
Necab1	K23854
Kcnip3	K23855
Kcnip1	K23855
Kcnip4	K23855
Kcnip2	K23855
Plekhb2	K23857
Plekhb1	K23857
Plekhf2	K23858
Plekhf1	K23858
Plekhg2	K23859
Plekhg1	K23859
Plekhg3	K23859
Plekhg4	K23860
Plekhg6	K23861
Ostm1	K23863
Pnkd	K23864
Ecm1	K23867
Aagab	K23878
Grn	K23879
Retreg2	K23880
Retreg1	K23880
Retreg3	K23880
Tecpr2	K23881
Cisd2	K23882
Epg5	K23883
Wac	K23884
Cisd1	K23885
Cisd3	K23886
Lhfpl2	K23893
Lhfpl1	K23893
Lhfpl3	K23893
Lhfpl4	K23893
Lhfpl5	K23893
Mfsd2a	K23894
Mfsd2b	K23895
Prrt1	K23896
Prrt2	K23897
Rcn1	K23898
Rcn2	K23899
Rcn3	K23900
Calu	K23901
Pdcd6	K23902
Syndig1	K23903
Tmem91	K23904
Pef1	K23905
Syndig1l	K23906
Tmie	K23907
Calb2	K23908
Caps2	K23909
Capsl	K23909
Tfr2	K23910
Rbp3	K23911
Fstl1	K23912
Fstl3	K23913
Fstl4	K23914
Fstl5	K23915
Pof1b	K23917
Nexn	K23918
Nav3	K23919
Fgf14	K23920
Efhd1	K23921
Efhd2	K23922
Gca	K23923
Sri	K23924
Ocm	K23925
Pvalb	K23926
Rptn	K23927
Scgn	K23928
Efhb	K23929
Fam83b	K23930
Fam83f	K23930
Fam83a	K23930
Fam83g	K23930
Fam83c	K23930
Fam83e	K23930
Fam83h	K23931
Sptbn2	K23932
Ahnak2	K23934
Ahnak	K23934
Acbd3	K23935
Fhod1	K23938
Fhod3	K23939
Kpna1	K23940
Samd9l	K23949
Magel2	K23950
Dym	K23951
Vma21	K23952
Frmpd1	K23954
Frmpd2	K23955
Frmpd4	K23956
Fmnl3	K23957
Fmnl1	K23957
Fmnl2	K23957
Inf2	K23958
Frmpd3	K23959
Mettl14	K23960
Epb41l1	K23961
Epb41l2	K23961
Epb41l3	K23961
Epb41l4a	K23962
Epb41l5	K23963
Ccnq	K23964
Rsph3b	K23965
Rsph3a	K23965
Ccnl2	K23966
Ccnl1	K23966
Slc12a5	K23967
Frmd5	K23969
Frmd3	K23969
Frmd4a	K23970
Frmd4b	K23970
Frmd7	K23971
Frmd8	K23972
Iah1	K23978
Slc9b1	K23994
Slc9b2	K23994
Pam	K24006
Tmem38b	K24013
Tmem38a	K24013
Unc79	K24014
Unc80	K24015
Fcgrt	K24019
Plekhh1	K24020
Plekhh2	K24020
Plekhj1	K24021
Plekho2	K24022
Plekho1	K24022
Ralgps1	K24023
Ralgps2	K24023
Rtkn2	K24024
Rtkn	K24024
Stap1	K24025
Stap2	K24026
Veph1	K24027
Ogfod1	K24029
Zmynd10	K24030
Tmpo	K24031
Sh3pxd2a	K24032
Sh3pxd2b	K24032
Apba3	K24035
