Molecular Weight	Formula	Name	KEGG ID	HMDB ID	Final Class	Pathway	ID
398.24344	C18 H39 O7 P	Tris(2-butoxyethyl) phosphate	C14446	HMDB0259275	NA	NA	C14446
284.06851	C16 H12 O5	Glycitein	C14536	HMDB0005781	Flavonoids	map00943 Isoflavonoid biosynthesis; map01110 Biosynthesis of secondary metabolites	C14536
372.22784	C23 H32 O4	Deoxycorticosterone acetate	C14554	NA	NA	NA	C14554
74.04817	C2 H6 N2 O	N-Nitrosodimethylamine (NDMA)	C14704	HMDB0031419	Organic nitrogen compounds	map05204 Chemical carcinogenesis	C14704
318.21695	C20 H30 O3	5-OxoETE	C14732	HMDB0010217	Fatty acyls[FA]	map00590 Arachidonic acid metabolism	C14732
138.10466	C9 H14 O	Isophorone	C14743	HMDB0031195	Organic oxygen compounds	NA	C14743
320.23283	C20 H32 O3	19(R)-HETE	C14749	HMDB0011136	Fatty acyls[FA]	map00590 Arachidonic acid metabolism; map01100 Metabolic pathways	C14749
294.21932	C18 H30 O3	"9-Oxo-10(E),12(E)-octadecadienoic acid"	C14766	HMDB0004669	Fatty acyls[FA]	map00591 Linoleic acid metabolism	C14766
294.21944	C18 H30 O3	13(S)-HOTrE	C16316	NA	Fatty acyls[FA]	map00592 alpha-Linolenic acid metabolism	C16316
166.04836	C6 H6 N4 O2	7-Methylxanthine	C16353	HMDB0001991	Purines and derivatives	map00232 Caffeine metabolism; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments	C16353
166.04842	C6 H6 N4 O2	1-Methylxanthine	C16358	HMDB0010738	Purines and derivatives	map00232 Caffeine metabolism; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments	C16358
117.07902	C5 H11 N O2	L-Valine	C16436	HMDB0000883	Amino acids	NA	C16436
206.14214	C12 H18 N2 O	Monoethylglycinexylidide	C16561	HMDB0060656	"Amino acids, peptides, and analogues"	map00982 Drug metabolism - cytochrome P450	C16561
284.21414	C20 H28 O	(9cis)-Retinal	C16681	HMDB0006218	Prenol lipids[PR]	map00830 Retinol metabolism	C16681
138.03189	C7 H6 O3	"3,4-Dihydroxybenzaldehyde"	C16700	HMDB0059965	Organic oxygen compounds	map00950 Isoquinoline alkaloid biosynthesis; map01063 Biosynthesis of alkaloids derived from shikimate pathway	C16700
162.10057	C6 H14 N2 O3	5-hydroxylysine	C16741	HMDB0000450	"Amino acids, peptides, and analogues"	map00310 Lysine degradation; map01100 Metabolic pathways	C16741
196.07376	C10 H12 O4	Cantharidin	C16778	NA	NA	NA	C16778
141.07881	C7 H11 N O2	Guvacoline	C16821	NA	NA	NA	C16821
220.18292	C15 H24 O	(-)-Caryophyllene oxide	C16908	HMDB0036789	Terpenoids	NA	C16908
194.13094	C12 H18 O2	Sedanolide	C17002	HMDB0034450	Organoheterocyclic compounds	NA	C17002
676.23805	C33 H40 O15	Icariin	C17555	NA	Polyketides[PK]	NA	C17555
218.16716	C15 H22 O	Nootkatone	C17914	HMDB0013687	Terpenoids	NA	C17914
364.10467	C20 H16 N2 O5	(S)-10-Hydroxycamptothecin	C17939	NA	NA	NA	C17939
139.02671	C6 H5 N O3	3-Hydroxypicolinic acid	C18620	HMDB0013188	Pyridine and derivatives	NA	C18620
82.05336	C4 H6 N2	2-Methylimidazole	C19261	HMDB0245233	NA	NA	C19261
145.05295	C9 H7 N O	8-Hydroxyquinoline	C19434	NA	NA	NA	C19434
278.08531	C12 H14 N4 O2 S	Sulfamethazine	C19530	HMDB0015522	Benzene and derivatives	NA	C19530
179.05853	C9 H9 N O3	3-Succinoylpyridine	C19569	HMDB0000992	Organic acids	map00760 Nicotinate and nicotinamide metabolism; map00980 Metabolism of xenobiotics by cytochrome P450; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map05204 Chemical carcinogenesis	C19569
281.27137	C18 H35 N O	Oleamide	C19670	HMDB0002117	Fatty acyls[FA]	NA	C19670
309.10593	C11 H19 N O9	N-Acetylneuraminic acid	C19909	HMDB0000773	Carbohydrates	NA	C19909
168.06905	C11 H8 N2	beta-Carboline	C20157	HMDB0012897	Indole and derivatives	NA	C20157
189.07918	C11 H11 N O2	Methyl indole-3-acetate	C20635	HMDB0029738	Indole and derivatives	NA	C20635
297.10734	C11 H15 N5 O5	7-Methylguanosine	C20674	HMDB0001107	Purines and derivatives	NA	C20674
325.29664	C20 H39 N O2	Oleoyl ethanolamide	C20792	HMDB0002088	Amines	map04024 cAMP signaling pathway	C20792
157.07412	C7 H11 N O3	3-Methylcrotonylglycine	C20828	HMDB0000459	"Amino acids, peptides, and analogues"	NA	C20828
289.12733	C11 H19 N3 O6	Ophthalmic acid	C21016	HMDB0005765	"Amino acids, peptides, and analogues"	map00270 Cysteine and methionine metabolism; map01100 Metabolic pathways	C21016
164.08386	C10 H12 O2	4-Phenylbutyric acid	C21793	HMDB0000543	Benzene and derivatives	NA	C21793
146.05808	C6 H10 O4	Adipate	C06104	HMDB0000448	Fatty acyls[FA]	NA	C06104
114.07937	C5 H10 N2 O	3-Amino-2-piperidone	NA	HMDB0000323	"Amino acids, peptides, and analogues"	NA	HMDB0000323
118.02663	C4 H6 O4	"Erythrono-1,4-lactone"	NA	HMDB0000349	Organoheterocyclic compounds	NA	HMDB0000349
245.1628	C12 H23 N O4	2-Methylbutyroylcarnitine	NA	HMDB0000378	Fatty acyls[FA]	NA	HMDB0000378
406.27225	C24 H38 O5	7-Dehydrocholic acid	NA	HMDB0000391	"Bile acids, alcohols and derivatives"	NA	HMDB0000391
169.03749	C7 H7 N O4	2-Furoylglycine	NA	HMDB0000439	"Amino acids, peptides, and analogues"	NA	HMDB0000439
390.27721	C24 H38 O4	7-Ketolithocholic acid	NA	HMDB0000467	"Bile acids, alcohols and derivatives"	NA	HMDB0000467
117.04282	C4 H7 N O3	N-Acetylglycine	NA	HMDB0000532	"Amino acids, peptides, and analogues"	NA	HMDB0000532
132.04225	C5 H8 O4	mono-Ethyl malonate	NA	HMDB0000576	Organic acids	NA	HMDB0000576
315.24095	C17 H33 N O4	Decanoylcarnitine	NA	HMDB0000651	Fatty acyls[FA]	NA	HMDB0000651
245.16296	C12 H23 N O4	Isovalerylcarnitine	NA	HMDB0000688	Fatty acyls[FA]	NA	HMDB0000688
259.17839	C13 H25 N O4	Hexanoylcarnitine	NA	HMDB0000756	NA	NA	HMDB0000756
280.10608	C13 H16 N2 O5	a-Aspartylphenylalanine	NA	HMDB0000706	"Amino acids, peptides, and analogues"	NA	HMDB0000706
172.08503	C7 H12 N2 O3	Glycylproline	NA	HMDB0000721	"Amino acids, peptides, and analogues"	NA	HMDB0000721
187.06353	C11 H9 N O2	Indoleacrylic acid	NA	HMDB0000734	Indoles	NA	HMDB0000734
131.05841	C5 H9 N O3	N-Acetyl-L-alanine	NA	HMDB0000766	"Amino acids, peptides, and analogues"	NA	HMDB0000766
201.13684	C10 H19 N O3	Capryloylglycine	NA	HMDB0000832	"Amino acids, peptides, and analogues"	NA	HMDB0000832
193.07412	C10 H11 N O3	Methylhippuric acid	NA	HMDB0000859	"Amino acids, peptides, and analogues"	NA	HMDB0000859
223.08457	C11 H13 N O4	N-Acetyl-L-tyrosine	NA	HMDB0000866	"Amino acids, peptides, and analogues"	NA	HMDB0000866
258.08477	C10 H14 N2 O6	Ribothymidine	NA	HMDB0000884	Nucleic acids and analogues	NA	HMDB0000884
159.1262	C8 H17 N O2	DL-a-Aminocaprylic acid	NA	HMDB0000991	"Amino acids, peptides, and analogues"	NA	HMDB0000991
192.09013	C10 H12 N2 O2	Oxoamide	NA	HMDB0001004	Organic oxygen compounds	NA	HMDB0001004
176.09506	C10 H12 N2 O	Cotinine	NA	HMDB0001046	Pyridine and derivatives	NA	HMDB0001046
334.21212	C20 H30 O4	"13,14-Dihydro-15-keto Prostaglandin A2"	NA	HMDB0001244	Fatty acyls[FA]	NA	HMDB0001244
211.08473	C10 H13 N O4	3-Methoxytyrosine	NA	HMDB0001434	"Amino acids, peptides, and analogues"	NA	HMDB0001434
137.04755	C7 H7 N O2	3-Pyridylacetic acid	NA	HMDB0001538	Pyridine and derivatives	NA	HMDB0001538
125.09555	C6 H11 N3	3-methylhistamine	NA	HMDB0001861	Amines	NA	HMDB0001861
250.11822	C14 H18 O4	Coenzyme Q1	NA	HMDB0002012	Quinone	NA	HMDB0002012
222.08941	C12 H14 O4	Monoisobutyl phthalic acid	NA	HMDB0002056	Benzene and derivatives	NA	HMDB0002056
151.06356	C8 H9 N O2	2-Phenylglycine	NA	HMDB0002210	"Amino acids, peptides, and analogues"	NA	HMDB0002210
150.06822	C9 H10 O2	"3,4-Dimethylbenzoic acid"	NA	HMDB0002237	Benzene and derivatives	NA	HMDB0002237
343.27229	C19 H37 N O4	Lauroylcarnitine	NA	HMDB0002250	Fatty acyls[FA]	NA	HMDB0002250
189.07902	C11 H11 N O2	Indole-3-propionic acid	NA	HMDB0002302	Indole and derivatives	NA	HMDB0002302
243.14717	C12 H21 N O4	Tiglylcarnitine	NA	HMDB0002366	Fatty acyls[FA]	NA	HMDB0002366
382.32356	C27 H42 O	"Cholesta-4,6-dien-3-one"	NA	HMDB0002394	Steroids and derivatives	NA	HMDB0002394
138.04282	C6 H6 N2 O2	Nicotinamide 1-oxide	NA	HMDB0002730	Pyridine and derivatives	NA	HMDB0002730
368.1624	C19 H28 O5 S	Testosterone sulfate	NA	HMDB0002833	Steroids and derivatives	NA	HMDB0002833
147.05343	C5 H9 N O4	N-Acetyl-DL-serine	NA	HMDB0002931	"Amino acids, peptides, and analogues"	NA	HMDB0002931
165.12373	C6 H7 N5 O	1-Methylguanine	NA	HMDB0003282	Purines and derivatives	NA	HMDB0003282
202.14268	C8 H18 N4 O2	"N3,N4-Dimethyl-L-arginine"	NA	HMDB0003334	"Amino acids, peptides, and analogues"	NA	HMDB0003334
216.12197	C8 H16 N4 O3	N-a-L-Acetyl-arginine	NA	HMDB0004620	"Amino acids, peptides, and analogues"	NA	HMDB0004620
258.08507	C10 H14 N2 O6	3-Methyluridine	NA	HMDB0004813	Nucleic acids and analogues	NA	HMDB0004813
647.62203	C42 H81 N O3	Nervonic ceramide	NA	HMDB0004953	Sphingolipids[SP]	NA	HMDB0004953
170.13104	C10 H18 O2	cis-4-Decenoic acid	NA	HMDB0004980	Fatty acyls[FA]	NA	HMDB0004980
171.12604	C9 H17 N O2	Gabapentin	NA	HMDB0005015	"Amino acids, peptides, and analogues"	NA	HMDB0005015
297.10746	C11 H15 N5 O5	N2-Methylguanosine	NA	HMDB0005862	Purines and derivatives	NA	HMDB0005862
285.09604	C11 H15 N3 O6	N4-Acetylcytidine	NA	HMDB0005923	Nucleic acids and analogues	NA	HMDB0005923
166.06665	C5 H9 N O S2	Iberin	NA	HMDB0006095	Organosulfur compounds	NA	HMDB0006095
195.05325	C9 H9 N O4	3-Hydroxyhippuric acid	NA	HMDB0006116	Benzene and derivatives	NA	HMDB0006116
356.29222	C21 H40 O4	1-Oleoyl-rac-glycerol	NA	HMDB0011567	Glycerolipids[GL]	NA	HMDB0011567
205.07416	C11 H11 N O3	Cinnamoylglycine	NA	HMDB0011621	"Amino acids, peptides, and analogues"	NA	HMDB0011621
99.06854	C5 H9 N O	2-Piperidinone	NA	HMDB0011749	Organoheterocyclic compounds	NA	HMDB0011749
530.14884	C26 H28 Cl2 N4 O4	Ketoconazole	NA	HMDB0012242	Organoheterocyclic compounds	NA	HMDB0012242
255.25569	C16 H33 N O	Hexadecanamide	NA	HMDB0012273	Fatty acyls[FA]	NA	HMDB0012273
172.10022	C11 H12 N2	Tryptoline	NA	HMDB0012488	Indole and derivatives	NA	HMDB0012488
275.13738	C12 H21 N O6	GLUTARYLCARNITINE	NA	HMDB0013130	Fatty acyls[FA]	NA	HMDB0013130
158.09443	C8 H14 O3	Alpha-Ketooctanoic acid	NA	HMDB0013211	Organic acids	NA	HMDB0013211
321.26381	C20 H35 N O2	a-Linolenoyl ethanolamide	NA	HMDB0013624	Amines	NA	HMDB0013624
347.28004	C22 H37 N O2	O-Arachidonoyl ethanolamine	NA	HMDB0013655	Fatty acyls[FA]	NA	HMDB0013655
246.10053	C13 H14 N2 O3	N-Acetyltryptophan	NA	HMDB0013713	"Amino acids, peptides, and analogues"	NA	HMDB0013713
220.14646	C14 H20 O2	"2,6-Di-tert-butyl-1,4-benzoquinone"	NA	HMDB0013817	Terpenoids	NA	HMDB0013817
136.03856	C5 H4 N4 O	Allopurinol	NA	HMDB0014581	Organoheterocyclic compounds	NA	HMDB0014581
137.04789	C7 H7 N O2	Salicylamide	NA	HMDB0015687	Phenols and derivatives	NA	HMDB0015687
318.13277	C15 H18 N4 O4	Histidyltyrosine	NA	HMDB0028897	"Amino acids, peptides, and analogues"	NA	HMDB0028897
174.10063	C7 H14 N2 O3	Valylglycine	NA	HMDB0029127	"Amino acids, peptides, and analogues"	NA	HMDB0029127
138.06825	C8 H10 O2	"3-Acetyl-2,5-dimethylfuran"	NA	HMDB0029563	Organic oxygen compounds	NA	HMDB0029563
154.0268	C7 H6 O4	"2,4-Dihydroxybenzoic acid"	NA	HMDB0029666	Benzene and derivatives	NA	HMDB0029666
170.13091	C10 H18 O2	3-Decenoic acid	NA	HMDB0031002	Fatty acyls[FA]	NA	HMDB0031002
328.26107	C19 H36 O4	Avocadene 4-acetate	NA	HMDB0031045	Fatty acyls[FA]	NA	HMDB0031045
326.2459	C19 H34 O4	Avocadyne 1-acetate	NA	HMDB0031048	Fatty acyls[FA]	NA	HMDB0031048
326.2455	C19 H34 O4	Avocadyne 4-acetate	NA	HMDB0031049	Fatty acyls[FA]	NA	HMDB0031049
114.06828	C6 H10 O2	2_Methyl_4_pentenoic acid	NA	HMDB0031158	Fatty acyls[FA]	NA	HMDB0031158
162.10466	C11 H14 O	Valerophenone	NA	HMDB0031208	Organic oxygen compounds	NA	HMDB0031208
136.05263	C8 H8 O2	3-Methoxybenzaldehyde	NA	HMDB0031459	Benzene and derivatives	NA	HMDB0031459
134.07327	C9 H10 O	4-Ethylbenzaldehyde	NA	HMDB0032024	Benzene and derivatives	NA	HMDB0032024
333.30323	C22 H39 N O	"2,4,12-Octadecatrienoic acid isobutylamide"	NA	HMDB0032033	Fatty acyls[FA]	NA	HMDB0032033
287.24583	C16 H33 N O3	Lauroyl diethanolamide	NA	HMDB0032358	Fatty acyls[FA]	NA	HMDB0032358
143.07368	C10 H9 N	6-Methylquinoline	NA	HMDB0033115	Organoheterocyclic compounds	NA	HMDB0033115
254.12678	C12 H18 N2 O4	Pyrraline	NA	HMDB0033143	"Amino acids, peptides, and analogues"	NA	HMDB0033143
128.08387	C7 H12 O2	4-Heptenoic acid	NA	HMDB0033793	Fatty acyls[FA]	NA	HMDB0033793
238.22982	C16 H30 O	Muscone	NA	HMDB0034181	Organic oxygen compounds	NA	HMDB0034181
191.05838	C10 H9 N O3	"xi-2,3-Dihydro-2-oxo-1H-indole-3-acetic acid"	NA	HMDB0035514	Indole and derivatives	NA	HMDB0035514
304.24012	C20 H32 O2	ent-17-Hydroxy-16beta-kauran-19-al	NA	HMDB0036721	Terpenoids	NA	HMDB0036721
172.07374	C8 H12 O4	Diethyl maleate	NA	HMDB0038601	Fatty acyls[FA]	NA	HMDB0038601
257.10127	C10 H15 N3 O5	Pyro-L-glutaminyl-L-glutamine	NA	HMDB0039229	"Amino acids, peptides, and analogues"	NA	HMDB0039229
178.09972	C11 H14 O2	Isobutyl benzoate	NA	HMDB0040583	Benzene and derivatives	NA	HMDB0040583
195.08974	C10 H13 N O3	N-Acetyldopamine	NA	HMDB0041943	Phenols and derivatives	NA	HMDB0041943
277.17897	C15 H23 N3 O2	N-Acetylprocainamide	NA	HMDB0041944	Benzene and derivatives	NA	HMDB0041944
180.05372	C8 H8 N2 O3	Picolinoylglycine	NA	HMDB0059766	"Amino acids, peptides, and analogues"	NA	HMDB0059766
265.09506	C13 H15 N O5	N-Phenylacetylglutamic acid	NA	HMDB0059772	"Amino acids, peptides, and analogues"	NA	HMDB0059772
133.05297	C8 H7 N O	5-Hydroxyindole	NA	HMDB0059805	Indole and derivatives	NA	HMDB0059805
232.15766	C14 H20 N2 O	Norfentanyl	NA	HMDB0061006	Benzene and derivatives	NA	HMDB0061006
184.12155	C9 H16 N2 O2	N-(3-acetamidopropyl)pyrrolidin-2-one	NA	HMDB0061384	Organoheterocyclic compounds	NA	HMDB0061384
143.05841	C6 H9 N O3	6-Oxopiperidine-2-carboxylic acid	NA	HMDB0061705	"Amino acids, peptides, and analogues"	NA	HMDB0061705
164.06869	C6 H12 O5	2-Deoxyglucose	NA	HMDB0062477	Fatty acyls[FA]	NA	HMDB0062477
145.11047	C7 H15 N O2	2-Aminoheptanoate	NA	HMDB0094649	"Amino acids, peptides, and analogues"	NA	HMDB0094649
129.07915	C6 H11 N O2	N-Methyl-L-proline	NA	HMDB0094696	"Amino acids, peptides, and analogues"	NA	HMDB0094696
189.10039	C8 H15 N O4	1-hydroxyhexanoylglycine	NA	HMDB0094718	"Amino acids, peptides, and analogues"	NA	HMDB0094718
270.06762	C11 H14 N2 O4 S	3-(Cystein-S-yl)acetaminophen	NA	HMDB0240217	"Amino acids, peptides, and analogues"	NA	HMDB0240217
257.10124	C10 H15 N3 O5	3-Methylcytidine	NA	HMDB0240577	Nucleic acids and analogues	NA	HMDB0240577
465.30951	C26 H43 N O6	Glycohyocholic acid	NA	HMDB0240607	"Bile acids, alcohols and derivatives"	NA	HMDB0240607
354.27688	C21 H38 O4	Glyceryl monolinoleate	NA	HMDB0242115	NA	NA	HMDB0242115
565.37465	C28 H56 N O8 P	"1,2-didecanoyl-sn-glycero-3-phosphocholine"	NA	HMDB0244070	NA	NA	HMDB0244070
119.04849	C6 H5 N3	1H-Benzotriazole	NA	HMDB0244873	NA	NA	HMDB0244873
202.14291	C8 H18 N4 O2	2-amino-5-(amino-dimethylamino-methylidene)amino-pentanoic acid	NA	HMDB0244994	NA	NA	HMDB0244994
169.08946	C12 H11 N	2-Aminobiphenyl	NA	HMDB0245011	NA	NA	HMDB0245011
289.1539	C14 H19 N5 O2	"6,7-Dimethoxy-2-(piperazin-1-yl)quinazolin-4-amine"	NA	HMDB0247128	NA	NA	HMDB0247128
302.22446	C20 H30 O2	Abietic acid	NA	HMDB0247751	NA	NA	HMDB0247751
189.10014	C8 H15 N O4	Castanospermine	NA	HMDB0249700	NA	NA	HMDB0249700
392.20002	C22 H29 F O5	Celestone	NA	HMDB0249791	NA	NA	HMDB0249791
219.11083	C9 H17 N O5	"3-[[(2S)-2,4-Dihydroxy-3,3-dimethylbutanoyl]amino]propanoic acid"	NA	HMDB0250782	NA	NA	HMDB0250782
163.06716	C6 H13 N O2 S	L-ethionine	NA	HMDB0251518	NA	NA	HMDB0251518
119.0737	C8 H9 N	Indoline	NA	HMDB0253472	NA	NA	HMDB0253472
145.11043	C7 H15 N O2	Methyl L-leucinate	NA	HMDB0254597	NA	NA	HMDB0254597
179.04465	C6 H5 N5 O2	XANTHOPTERIN	NA	HMDB0259923	NA	NA	HMDB0259923
324.23005	C19 H32 O4	allo-Protolichesterinic acid	NA	NA	NA	NA	PB00082
366.24075	C21 H34 O5	Muronic acid	NA	NA	NA	NA	PB00138
129.04276	C5 H7 N O3	OXOPROLINE	NA	NA	NA	NA	PB00142
326.24581	C19 H34 O4	Nephromopsic acid	NA	NA	NA	NA	PB00156
182.05807	C9 H10 O4	b-Orcinolcarboxylic acid	NA	NA	NA	NA	PB00201
186.0894	C9 H14 O4	Gabapentin Related Compound E	NA	NA	NA	NA	PB00255
299.08239	C16 H14 Cl N3 O	Chlordiazepoxide	NA	NA	NA	NA	PB00266
232.14649	C15 H20 O2	COSTUNOLIDE	NA	NA	NA	NA	PB00353
246.12564	C15 H18 O3	Santonin	NA	NA	NA	NA	PB00369
216.13638	C11 H20 O4	"(2R)-2-[(2R,5S)-5-[(2S)-2-hydroxybutyl]oxolan-2-yl]propanoic acid"	NA	NA	NA	NA	PB00416
179.09476	C10 H13 N O2	N-acetyltyramine	NA	NA	NA	NA	PB00515
276.17259	C17 H24 O3	shogaol	NA	NA	NA	NA	PB00630
251.22502	C16 H29 N O	"(2E,4E)-N-(2-methylpropyl)dodeca-2,4-dienamide"	NA	NA	NA	NA	PB00668
406.3073	C25 H42 O4	Methyl Deoxycholate	NA	NA	NA	NA	PB01204
400.33418	C27 H44 O2	7-Oxocholesterol	NA	NA	NA	NA	PB01208
368.17385	C21 H24 N2 O4	Uncarine c	NA	NA	NA	NA	PB01718
169.14687	C10 H19 N O	Lupinine	NA	NA	NA	NA	PB01953
213.10031	C10 H15 N O4	Kainic Acid	NA	NA	NA	NA	PB02029
413.32938	C27 H43 N O2	SOLASODINE	NA	NA	NA	NA	PB02049
594.34231	C33 H46 N4 O6	Stercobilin	NA	NA	NA	NA	PB02119
204.18807	C15 H24	Prespatane	NA	NA	NA	NA	PB02120
401.29278	C25 H39 N O3	(Z)-N-hexadec-9-enoyl-L-phenylalanine	NA	NA	NA	NA	PB02148
196.11013	C11 H16 O3	Loliolide	NA	NA	NA	NA	PB02172
440.36576	C30 H48 O2	22-Hydoxy-2-hopen-1-one	NA	NA	NA	NA	PB02343
183.06587	C5 H14 N O4 P	PHOSPHORYLCHOLINE	NA	NA	NA	NA	PB02967
278.08609	C18 H15 O P	Triphenylphosphine oxide	NA	NA	NA	NA	PB03177
191.16757	C13 H21 N	"2,6-Di-tert-butylpyridine"	NA	NA	NA	NA	PB03178
312.11422	C17 H17 Cl N4	Norclozapine	NA	NA	NA	NA	PB03183
199.12118	C10 H17 N O3	Ecgonine-methyl-ester (EME)	NA	NA	NA	NA	PB03184
211.11113	C13 H13 N3	Varenicline	NA	NA	NA	NA	PB03187
94.05318	C5 H6 N2	3-Methylpyridazine	NA	NA	NA	NA	PB03204
268.15766	C17 H20 N2 O	Michler`s ketone	NA	NA	NA	NA	PB03216
94.05323	C5 H6 N2	4-Methylpyrimidine	NA	NA	NA	NA	PB03235
281.2712	C18 H35 N O	Dodemorph	NA	NA	NA	NA	PB03262
326.12985	C18 H19 Cl N4	Clozapine	NA	NA	NA	NA	PB03273
298.19334	C20 H26 O2	Norethindrone	NA	NA	NA	NA	PB03278
229.24069	C14 H31 N O	"N,N-Dimethyldodecylamine N-oxide"	NA	NA	NA	NA	PB03287
326.00082	C9 H18 Cl3 O4 P	Tris(1-chloro-2-propyl)phosphate	NA	NA	NA	NA	PB03291
220.06713	C11 H12 N2 O S	2-(4-Morpholinyl)benzothiazole	NA	NA	NA	NA	PB03293
232.10358	C13 H16 N2 S	N-Cyclohexyl-2-benzothiazol-amine	NA	NA	NA	NA	PB03296
179.09478	C10 H13 N O2	LID_180.1018_12.9	NA	NA	NA	NA	PB03304
269.235	C16 H31 N O2	SPI_270.2429_14.9	NA	NA	NA	NA	PB03322
213.17305	C12 H23 N O2	N-(9-oxodecyl)acetamide	NA	NA	NA	NA	PB03394
218.1673	C15 H22 O	Muurolladie-3-One	NA	NA	NA	NA	PB03409
266.15178	C15 H22 O4	Verrucarol	NA	NA	NA	NA	Reference-2001
185.10539	C9 H15 N O3	Ecgonine	NA	NA	NA	NA	Reference-2066
480.2984	C29 H40 N2 O4	Emetine	NA	NA	NA	NA	Reference-2070
203.09043	C10 H12 F3 N	Norfenfluramine	NA	NA	NA	NA	Reference-2482
199.04041	C10 H13 Cl N2	1-(2-Chlorophenyl)piperazine (o-CPP)	NA	NA	NA	NA	Reference-2483
114.06833	C6 H10 O2	trans-3-Hexenoic acid	NA	NA	NA	NA	Reference-2539
234.12168	C12 H14 N2 O3	DL-5-Methoxytryptophan	NA	NA	NA	NA	Reference-2613
136.06356	C7 H8 N2 O	6-Methylnicotinamide	NA	NA	NA	NA	Reference-272
186.07946	C11 H10 N2 O	4'-(Imidazol-1-yl)acetophenone	NA	NA	NA	NA	Reference-284
453.28572	C21 H44 N O7 P	Glycerophospho-N-palmitoyl ethanolamine	NA	NA	NA	NA	Reference-2955
445.1365	C23 H25 Cl2 N3 O2	Dehydroaripiprazole	NA	NA	NA	NA	Reference-2996
252.11119	C12 H16 N2 O4	Alanyltyrosine	NA	NA	NA	NA	Reference-308
150.06834	C9 H10 O2	"(2S,3S)-(-)-3-Phenylglycidol"	NA	NA	NA	NA	Reference-3228
110.07325	C7 H10 O	"trans,trans-2,4-Heptadienal"	NA	NA	NA	NA	Reference-3242
289.16771	C17 H23 N O3	Atropine	NA	NA	NA	NA	Reference-329
182.05823	C9 H10 O4	"3,5-Dimethoxybenzoic acid"	NA	NA	NA	NA	Reference-3305
250.16837	C14 H22 N2 O2	Lidocaine N-oxide	NA	NA	NA	NA	Reference-3306
150.1046	C10 H14 O	Carvone	NA	NA	NA	NA	Reference-343
252.07653	C16 H12 O3	2'-Methoxyflavone	NA	NA	NA	NA	Reference-3445
236.08333	C16 H12 O2	6-Methylflavone	NA	NA	NA	NA	Reference-3447
320.14045	C16 H13 Br O2	(S)-Bromoenol lactone	NA	NA	NA	NA	Reference-4405
361.29819	C23 H39 N O2	Methanandamide	NA	NA	NA	NA	Reference-4416
505.3541	C26 H52 N O6 P	C-8 Ceramide-1-phosphate	NA	NA	NA	NA	Reference-4429
391.27221	C23 H37 N O4	N-Arachidonoyl-L-serine	NA	NA	NA	NA	Reference-4433
187.0631	C11 H9 N O2	Indole-3-acrylic acid	NA	NA	NA	NA	Reference-449
186.10064	C8 H14 N2 O3	L-Alanyl-L-proline	NA	NA	NA	NA	Reference-461
228.14751	C11 H20 N2 O3	Leucylproline	NA	NA	NA	NA	Reference-468
320.23271	C20 H32 O3	18-HETE	NA	NA	NA	NA	Reference-4720
702.56788	C39 H79 N2 O6 P	Palmitoyl sphingomyelin	NA	NA	NA	NA	Reference-4865
427.2544	C22 H38 N O5 P	Arachidonoyl ethanolamide phosphate	NA	NA	NA	NA	Reference-4866
363.24354	C18 H37 N O4 S	N-Palmitoyl taurine	NA	NA	NA	NA	Reference-4868
334.25089	C21 H34 O3	"(+/-)-CP 47,497-C7-Hydroxy metabolite"	NA	NA	NA	NA	Reference-4910
251.10011	C9 H17 N O7	Muramic acid	NA	NA	NA	NA	Reference-495
268.11672	C11 H16 N4 O4	N-Acetyl-L-carnosine	NA	NA	NA	NA	Reference-510
174.10033	C7 H14 N2 O3	N-Acetylornithine	NA	NA	NA	NA	Reference-513
172.0847	C7 H12 N2 O3	Prolylglycine	NA	NA	NA	NA	Reference-558
228.14707	C11 H20 N2 O3	Prolylleucine	NA	NA	NA	NA	Reference-559
461.33548	C24 H47 N O7	Psychosine	NA	NA	NA	NA	Reference-565
242.09437	C15 H14 O3	(R)-Equol	NA	NA	NA	NA	Reference-5829
372.11749	C20 H20 O7	Tangeritin	NA	NA	NA	NA	Reference-5849
262.07427	C16 H10 N2 O2	Indirubin	NA	NA	NA	NA	Reference-5885
338.15498	C21 H22 O4	Licochalcone A	NA	NA	NA	NA	Reference-5890
314.18824	C20 H26 O3	Kahweol	NA	NA	NA	NA	Reference-5891
140.04734	C7 H8 O3	2-Methoxyresorcinol	NA	NA	NA	NA	Reference-615
296.14406	C19 H20 O3	Cryptotanshinone	NA	NA	NA	NA	Reference-6164
151.03031	C4 H9 N O3 S	S-Methyl-L-cysteine-S-oxide	NA	NA	NA	NA	Reference-6237
286.19324	C19 H26 O2	Methyldienolone	NA	NA	NA	NA	Reference-6501
228.13641	C12 H20 O4	Dibutyl maleate	NA	NA	NA	NA	Reference-690
131.09444	C6 H13 N O2	Isoleucine	NA	NA	NA	NA	Reference-7
192.09009	C10 H12 N2 O2	trans-3-Hydroxycotinine	NA	NA	NA	NA	Reference-730
