Molecular Weight	Formula	Name	KEGG ID	HMDB ID	Final Class	Pathway	ID
320.23466	C20 H32 O3	"5-[(Z)-5-hydroxy-3-methylpent-3-enyl]-1,4a-dimethyl-6-methylidene-3,4,5,7,8,8a-hexahydro-2H-naphthalene-1-carboxylic acid"	NA	NA	NA	NA	PB01916
224.01399	C10 H8 O4 S	1-Naphthol-5-sulfonic acid	NA	NA	NA	NA	PB00298
254.05753	C15 H10 O4	"3,7-Dihydroxyflavone"	NA	NA	NA	NA	PB01256
288.19325	C15 H28 O5	2-decyl-3-hydroxypentanedioic acid	NA	NA	NA	NA	PB00847
212.14094	C12 H20 O3	Dihydrojasmonic acid	NA	HMDB0033601	Fatty acyls[FA]	NA	HMDB0033601
301.04633	C8 H15 N O9 S	N-Acetyl-D-galactosamine 4-sulfate	NA	HMDB0000781	Carbohydrates	NA	HMDB0000781
219.11037	C9 H17 N O5	"3-[[(2S)-2,4-Dihydroxy-3,3-dimethylbutanoyl]amino]propanoic acid"	NA	HMDB0250782	NA	NA	HMDB0250782
214.97079	C7 H5 N O3 S2	2-Benzothiazolesulfonic acid	NA	NA	NA	NA	PB00289
228.14709	C11 H20 N2 O3	Prolylleucine	NA	NA	NA	NA	Reference-559
320.23474	C20 H32 O3	"5-[(8aS)-2,5,5,8a-tetramethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalen-1-yl]-3-methylpentanoic acid"	NA	NA	NA	NA	PB00767
242.1515	C13 H22 O4	(Z)-2-octylpent-2-enedioic acid	NA	NA	NA	NA	PB01799
433.31867	C26 H43 N O4	glycolithocholic acid	NA	NA	NA	NA	PB00031
320.23475	C20 H32 O3	"5-(1,2,4a,5-tetramethyl-7-oxo-3,4,8,8a-tetrahydro-2H-naphthalen-1-yl)-3-methylpentanoic acid"	NA	NA	NA	NA	PB00600
212.09471	C13 H12 N2 O	"N,N'-Diphenylurea"	NA	HMDB0032066	Benzene and derivatives	NA	HMDB0032066
195.05293	C9 H9 N O4	4- Carboxyphenylglycine	NA	HMDB0002016	"Amino acids, peptides, and analogues"	NA	HMDB0002016
185.99272	C3 H7 O7 P	2-Phosphoglycerate	NA	HMDB0000362	Carbohydrates	NA	HMDB0000362
243.14678	C12 H21 N O4	8-acetamido-2-methyl-7-oxononanoic acid	NA	NA	NA	NA	PB00453
334.21402	C20 H30 O4	"13,14-Dihydro-15-keto Prostaglandin A2"	NA	HMDB0001244	Fatty acyls[FA]	NA	HMDB0001244
196.05942	C7 H8 N4 O3	"1,7-Dimethyluric acid"	NA	NA	NA	NA	Reference-16
166.0992	C10 H14 O2	"2,4,7-Decatrienoic acid"	NA	HMDB0035235	Fatty acyls[FA]	NA	HMDB0035235
298.21409	C17 H30 O4	Nephrosteranic acid	NA	NA	NA	NA	PB00143
195.05295	C9 H9 N O4	3-Hydroxyhippuric acid	NA	HMDB0006116	Benzene and derivatives	NA	HMDB0006116
334.21407	C20 H30 O4	"(E)-5-[(1S,8aS)-5,5,8a-trimethyl-2-methylidene-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]-3-(hydroxymethyl)-2-oxopent-3-enoic acid"	NA	NA	NA	NA	PB01487
325.10057	C11 H19 N O10	N-Glycolylneuraminic acid	NA	HMDB0000833	Carbohydrates	NA	HMDB0000833
146.05777	C6 H10 O4	2-Methylglutaric acid	NA	HMDB0000422	Fatty acyls[FA]	NA	HMDB0000422
213.98628	C4 H F7 O2	Heptafluorobutyric acid	NA	HMDB0253102	NA	NA	HMDB0253102
318.2192	C20 H30 O3	"(E)-5-(1,2,4a,5-tetramethyl-7-oxo-3,4,8,8a-tetrahydro-2H-naphthalen-1-yl)-3-methylpent-2-enoic acid"	NA	NA	NA	NA	PB00717
354.2403	C20 H34 O5	"5-[5-hydroxy-3-(hydroxymethyl)pentyl]-8a-(hydroxymethyl)-5,6-dimethyl-3,4,4a,6,7,8-hexahydronaphthalene-1-carboxylic acid"	NA	NA	NA	NA	PB01643
201.13632	C10 H19 N O3	Capryloylglycine	NA	HMDB0000832	"Amino acids, peptides, and analogues"	NA	HMDB0000832
324.22978	C19 H32 O4	Lichesterinic acid	NA	NA	NA	NA	PB00150
326.24544	C19 H34 O4	Roccellaric acid	NA	NA	NA	NA	PB00112
316.20359	C20 H28 O3	"(1R,2R,4aR,8aS)-1-[2-(furan-3-yl)ethyl]-2,4a,5-trimethyl-2,3,4,7,8,8a-hexahydronaphthalene-1-carboxylic acid"	NA	NA	NA	NA	PB01437
193.07375	C10 H11 N O3	2-Methylhippuric acid	NA	HMDB0011723	Benzene and derivatives	NA	HMDB0011723
202.14283	C8 H18 N4 O2	2-amino-5-(amino-dimethylamino-methylidene)amino-pentanoic acid	NA	HMDB0244994	NA	NA	HMDB0244994
166.06288	C9 H10 O3	3-Methoxyphenylacetic acid	NA	HMDB0059969	Benzene and derivatives	NA	HMDB0059969
150.06798	C9 H10 O2	"(4S,5Z,6S)-4-(2-methoxy-2-oxoethyl)-5-[2-[(E)-3-phenylprop-2-enoyl]oxyethylidene]-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylic acid"	NA	NA	NA	NA	PB00378
161.04759	C9 H7 N O2	Indole-2-carboxylic acid	NA	HMDB0002285	Indole and derivatives	NA	HMDB0002285
129.04252	C5 H7 N O3	OXOPROLINE	NA	NA	NA	NA	PB00142
180.04216	C9 H8 O4	Monomethyl phthalate	NA	HMDB0002130	Benzene and derivatives	NA	HMDB0002130
368.25609	C21 H36 O5	Isomurolic acid	NA	NA	NA	NA	PB00149
250.15677	C15 H22 O3	"2-[(1S,2S,4aR,8aS)-1-hydroxy-4a-methyl-8-methylidene-1,2,3,4,5,6,7,8a-octahydronaphthalen-2-yl]prop-2-enoic acid"	NA	NA	NA	NA	PB00942
198.08911	C10 H14 O4	(-)-Camphanic acid	NA	NA	NA	NA	PB01703
200.01423	C8 H8 O4 S	4-vinylphenol sulfate	NA	HMDB0062775	Organic acids	NA	HMDB0062775
145.0527	C9 H7 N O	2-hydroxyquinoline	NA	NA	NA	NA	PB00375
165.04252	C8 H7 N O3	Phthalamic acid	NA	HMDB0256499	NA	NA	HMDB0256499
396.28743	C23 H40 O5	"(2Z)-2-[(E)-6-(hydroxymethyl)-2,4,8,10-tetramethyldodec-2-enylidene]-4-methylpentanedioic acid"	NA	NA	NA	NA	PB01949
302.22447	C20 H30 O2	abietic acid	NA	HMDB0247751	NA	NA	HMDB0247751
255.98881	C6 H8 O9 S	L-Ascorbic acid 2-sulfate	NA	NA	NA	NA	Reference-1310
181.07383	C9 H11 N O3	2-Hydroxyphenylalanine	NA	NA	NA	NA	Reference-11
157.07385	C7 H11 N O3	N-Tigloylglycine	NA	HMDB0000959	"Amino acids, peptides, and analogues"	NA	HMDB0000959
504.34498	C30 H48 O6	MADECASSIC ACID	NA	NA	NA	NA	PB01212
594.13722	C30 H26 O13	tiliroside	NA	NA	NA	NA	PB01301
150.06805	C9 H10 O2	"3,4-Dimethylbenzoic acid"	NA	HMDB0002237	Benzene and derivatives	NA	HMDB0002237
154.02658	C7 H6 O4	"2,4-Dihydroxybenzoic acid"	NA	HMDB0029666	Benzene and derivatives	NA	HMDB0029666
492.27223	C27 H40 O8	Deoxycorticosterone 21-glucoside	NA	NA	NA	NA	Reference-390
302.22453	C20 H30 O2	"1,4a-dimethyl-6-methylidene-5-[(2E)-3-methylpenta-2,4-dienyl]-3,4,5,7,8,8a-hexahydro-2H-naphthalene-1-carboxylic acid"	NA	NA	NA	NA	PB01908
148.03715	C5 H8 O5	Ribonolactone	NA	HMDB0000529	Fatty acyls[FA]	NA	HMDB0000529
132.07863	C6 H12 O3	2-Hydroxycaproic acid	NA	HMDB0001624	Fatty acyls[FA]	NA	HMDB0001624
222.0892	C12 H14 O4	Monobutyl phthalate	NA	HMDB0013247	Benzene and derivatives	NA	HMDB0013247
118.06299	C5 H10 O3	2-Methyl-3-hydroxybutyric acid	NA	HMDB0000354	Fatty acyls[FA]	NA	HMDB0000354
174.10044	C7 H14 N2 O3	N-Acetylornithine	NA	NA	NA	NA	Reference-513
566.05506	C15 H24 N2 O17 P2	"Glucose-uridine-C1,5'-diphosphate"	NA	HMDB0259387	NA	NA	HMDB0259387
205.07391	C11 H11 N O3	Cinnamoylglycine	NA	HMDB0011621	"Amino acids, peptides, and analogues"	NA	HMDB0011621
166.06301	C9 H10 O3	Ethylparaben	NA	HMDB0032573	Benzene and derivatives	NA	HMDB0032573
166.06302	C9 H10 O3	Phenyllactic acid	NA	HMDB0094696	"Amino acids, peptides, and analogues"	NA	HMDB0094696
159.08957	C7 H13 N O3	N-Acetylvaline	NA	NA	NA	NA	Reference-1365
159.08957	C7 H13 N O3	N-Acetyl-DL-norvaline	NA	NA	NA	NA	Reference-1373
188.14128	C10 H20 O3	2-Hydroxydecanoate	NA	HMDB0094656	Fatty acyls[FA]	NA	HMDB0094656
284.23521	C17 H32 O3	Avocadyne	NA	HMDB0035473	Fatty acyls[FA]	NA	HMDB0035473
304.22505	C16 H32 O5	Aleuretic Acid	NA	NA	NA	NA	PB01199
132.04229	C5 H8 O4	Ethylmalonic acid	NA	HMDB0000622	Fatty acyls[FA]	NA	HMDB0000622
116.04738	C5 H8 O3	Levulinic acid	NA	HMDB0000720	Organic acids	NA	HMDB0000720
160.10999	C8 H16 O3	3-Hydroxyoctanoic acid	NA	HMDB0001954	Organic acids	NA	HMDB0001954
118.06303	C5 H10 O3	2-Hydroxyvaleric acid	NA	NA	NA	NA	Reference-150
228.14746	C11 H20 N2 O3	Leucylproline	NA	NA	NA	NA	Reference-468
453.2857	C21 H44 N O7 P	Glycerophospho-N-palmitoyl ethanolamine	NA	NA	NA	NA	Reference-2955
186.08928	C9 H14 O4	Gabapentin Related Compound E	NA	NA	NA	NA	PB00255
148.03723	C5 H8 O5	2-Hydroxyglutarate	NA	HMDB0002203	Organic acids	NA	HMDB0002203
118.06304	C5 H10 O3	3-Hydroxyvaleric acid	NA	HMDB0000531	Fatty acyls[FA]	NA	HMDB0000531
300.23018	C17 H32 O4	Roccellic Acid	NA	NA	NA	NA	PB01202
130.06305	C6 H10 O3	3-METHYL-2-OXOVALERATE	NA	NA	NA	NA	PB00189
104.04739	C4 H8 O3	3-Hydroxybutyric acid	NA	HMDB0000011	NA	NA	HMDB0000011
189.1002	C8 H15 N O4	1-hydroxyhexanoylglycine	NA	HMDB0094718	"Amino acids, peptides, and analogues"	NA	HMDB0094718
202.03009	C8 H10 O4 S	3-ethylphenyl Sulfate	NA	HMDB0013211	Organic acids	NA	HMDB0013211
112.01611	C5 H4 O3	3-Furoic acid	NA	HMDB0000444	Organoheterocyclic compounds	NA	HMDB0000444
320.19896	C19 H28 O4	3-HYDROXY-4-(SUCCIN-2-YL)-CARYOLANE delta-LACTONE	NA	NA	NA	NA	PB00551
204.00938	C7 H8 O5 S	4-Methylcatechol 1-sulfate	NA	HMDB0002264	Fatty acyls[FA]	NA	HMDB0002264
462.01727	C24 H47 N O7	Psychosine	NA	NA	NA	NA	Reference-565
173.10532	C8 H15 N O3	N-Acetyl-D-alloisoleucine	NA	NA	NA	NA	Reference-1480
436.25932	C21 H41 O7 P	Oleoyl-L-a-lysophosphatidic acid	NA	HMDB0007855	Glycerophospholipids[GP]	NA	HMDB0007855
334.28746	C22 H38 O2	Docosatrienoic acid	NA	HMDB0002823	Fatty acyls[FA]	NA	HMDB0002823
368.1661	C19 H28 O5 S	Testosterone sulfate	NA	HMDB0002833	Steroids and derivatives	NA	HMDB0002833
360.30321	C24 H40 O2	Ursocholanic Acid	NA	NA	NA	NA	PB01210
318.25637	C21 H34 O2	"2-[(1r,3s)-3-Hydroxycyclohexyl]-5-(2-methyloctan-2-yl)phenol"	NA	HMDB0250503	NA	NA	HMDB0250503
146.05815	C6 H10 O4	3-Methylglutaric acid	NA	HMDB0000752	Fatty acyls[FA]	NA	HMDB0000752
159.08982	C7 H13 N O3	N-Isovalerylglycine	NA	HMDB0000678	"Amino acids, peptides, and analogues"	NA	HMDB0000678
179.09498	C10 H13 N O2	Salsolinol	NA	HMDB0005199	Organoheterocyclic compounds	NA	HMDB0005199
145.07418	C6 H11 N O3	N-Isobutyrylglycine	NA	HMDB0000730	"Amino acids, peptides, and analogues"	NA	HMDB0000730
472.35624	C30 H48 O4	Hederagenin	NA	NA	NA	NA	PB01211
148.0375	C5 H8 O5	"d-Ribono-1,4-lactone"	NA	HMDB0001900	Carbohydrates	NA	HMDB0001900
131.05854	C5 H9 N O3	N-Acetyl-L-alanine	NA	HMDB0000766	"Amino acids, peptides, and analogues"	NA	HMDB0000766
156.05385	C6 H8 N2 O3	Imidazolelactic acid	NA	HMDB0002320	Imidazoles	NA	HMDB0002320
822.40834	C43 H58 N4 O12	Rifampicin	NA	NA	NA	NA	Reference-2879
302.08046	C16 H14 O6	"(2R)-5,8-dihydroxy-2-(2-hydroxyphenyl)-7-methoxy-2,3-dihydrochromen-4-one"	NA	NA	NA	NA	PB00894
